Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
35,1,89415.77143120929,15,2,1.6225465721381322,0,2,0
24,1,126755.77673152945,6,1,16.808622256304027,0,4,1
67,1,38456.358668929206,18,1,51.337372923210225,0,0,0
34,1,102767.05868173695,12,3,57.28226839905812,1,5,1
30,0,85709.16532835849,5,3,10.65337283581075,0,5,0
36,1,135712.6145738951,15,3,23.652873525345157,0,5,1
64,1,63629.35905507955,18,1,23.779852141411574,1,4,1
27,1,32549.481125407307,19,1,19.970447521462106,1,3,1
34,0,20679.849760578654,15,3,25.408655882691793,1,4,1
20,1,148048.65529831377,15,4,21.1466949898981,1,2,1
28,1,20496.589945615804,9,2,36.85345282199785,0,0,0
69,1,74463.21272437181,3,1,21.940940857112956,0,2,0
42,1,123123.97555697308,6,0,49.27058928654028,0,1,0
50,1,49158.15282705586,13,3,32.589386795176594,0,2,0
69,0,32088.78317700718,14,1,9.473661306060158,0,1,0
59,0,51043.507479600106,12,1,40.668547790929026,1,0,1
65,0,73442.42833809185,13,1,55.866200050371056,0,3,1
29,0,111152.08200673376,10,3,7.327563176254918,1,2,1
46,0,94330.40576628188,6,4,45.6358108663482,1,5,1
62,0,97786.47295870865,9,2,27.76079576729531,0,1,0
38,1,94558.76368922452,19,1,43.90883975669361,0,0,1
47,0,78545.62725770364,7,3,5.656861447266327,1,5,1
23,0,51446.12823467559,1,1,9.836850769173259,1,0,0
37,0,122519.94540741283,5,3,21.341416247092575,0,5,0
52,0,25838.46886943006,9,4,2.019994641038429,1,0,0
50,0,100181.86902083035,0,1,24.706994057500015,0,3,1
48,0,35383.70482004035,10,1,53.03655775329584,0,3,0
51,1,85676.88056496296,7,2,8.04748415389286,0,5,0
66,1,77089.47616238728,3,4,51.09358179153721,1,2,0
33,1,33246.01044858176,13,4,39.84557612724547,0,1,0
69,0,83842.44481981147,15,1,28.349533655234126,1,5,0
50,0,84002.31240015365,2,2,44.23976972015001,0,2,0
22,0,123245.65306602095,14,3,2.0933427820656636,0,4,1
30,0,58066.864771125416,5,0,20.80526163792766,0,2,0
50,0,136032.5695732417,3,1,36.50775456934982,0,1,0
65,1,124661.74140443615,11,1,14.46178891130344,0,3,0
61,1,39763.23090672425,5,0,19.108933305892723,1,3,0
70,0,119425.2741173894,4,3,45.35588065466813,0,5,0
47,1,61817.09865574132,12,4,8.696633186673465,1,4,1
38,1,41703.90153713583,9,3,57.627243399825176,0,4,1
59,0,69454.6009759831,14,4,57.93078748860773,0,0,0
59,0,24682.44637788543,4,3,45.1082305578671,0,2,0
41,1,102836.19198507645,6,2,2.130905363973689,1,5,1
24,1,69282.2263273517,16,4,10.995921723501572,0,2,0
45,0,122766.27325573505,16,1,38.295223278492365,0,5,1
50,1,24369.768023826742,3,3,56.15868974671601,0,5,0
43,1,68865.47706895001,14,2,37.5651234150024,1,3,1
60,0,111906.9433692431,15,4,9.568276174999694,0,0,0
51,0,49383.769716079965,1,0,29.718311852786616,1,1,0
64,1,116317.52729976928,8,3,50.62533122739333,1,3,1
31,1,34265.70582807546,7,1,16.363783418486598,0,3,0
55,0,74153.55770269799,12,1,7.286523585750666,0,5,0
64,1,55242.51298932855,0,2,56.05158153090256,0,5,1
32,0,87474.19641684134,13,4,26.821131856798523,0,5,1
45,0,112826.85403915647,3,3,24.12788458945976,0,0,0
26,0,75855.38565606155,2,0,16.88219462892501,1,2,0
22,0,121637.10223484163,2,3,7.814846103231505,0,5,0
64,0,22512.592019288135,3,3,58.511420761804374,0,3,0
69,1,74463.21272437181,3,1,21.940940857112956,0,2,0
52,0,80332.3707289555,4,1,52.55388673477296,1,5,1
20,0,83318.04944646166,2,4,16.050512537110386,1,0,0
61,0,44075.42382277083,18,0,55.75283996703348,0,0,0
54,1,105362.03958202389,11,3,9.4279085479235,0,1,0
64,1,84680.1807789933,2,2,34.02794760860609,0,1,0
65,1,67090.60741479749,12,1,41.6976835914591,0,1,0
23,0,107292.2893267369,10,4,32.34086176235618,0,0,1
18,0,47643.7689282425,15,0,7.2696883827513545,1,5,1
19,0,137376.34937495834,12,4,7.494351850682374,0,3,1
20,1,122036.60702449078,17,4,38.46085407694688,0,3,1
36,0,49670.59725418089,19,4,35.820075645334896,0,2,0
45,1,145322.2629253013,16,3,34.37060813713456,0,0,0
20,1,134117.9101597653,10,3,31.6936856697375,0,4,1
41,1,64051.884414037704,18,0,16.152972225785927,1,0,0
46,1,108414.54510810644,8,3,18.25838620012083,1,0,1
34,1,134420.37592979305,15,3,19.720050042778414,0,3,1
41,0,28476.596863863968,2,2,13.809090538723531,0,5,0
36,0,68244.68199591662,19,2,1.5557715023742742,1,3,1
24,1,76888.40612720096,15,2,39.962906891353704,0,0,1
51,0,34832.45203543134,14,2,29.297880707923028,0,0,0
22,1,104911.1627690668,6,0,27.393682391331915,0,3,1
55,1,127216.62085511099,16,1,47.92198309381337,1,1,0
53,0,20715.753890854707,11,1,23.981445530779112,1,5,0
24,0,98139.64168403028,11,2,37.69426729164584,0,5,1
69,0,126181.33064573268,1,2,4.216201504740693,0,0,0
62,0,25060.89523233677,13,3,26.599394860643287,0,3,0
18,1,128120.61567785055,10,3,31.984079752586073,0,0,1
50,1,39521.97010621542,6,0,13.846005081293077,0,2,0
32,1,144193.50924551068,18,0,36.533121840258175,0,3,1
60,1,122703.95671991797,20,4,36.57068007372068,0,4,1
45,1,120618.87915985913,12,1,17.93222116882105,1,5,1
26,0,21175.000980307985,12,1,15.42788613607366,0,5,0
47,1,54762.26362148037,9,3,53.36497255585841,1,4,1
57,1,54355.91421062311,12,2,45.6741580612362,0,4,0
27,0,33327.07532864168,5,3,22.436031753087214,0,5,0
49,0,57601.82035644509,7,3,19.670820015474,0,5,0
55,1,76809.46513653072,3,4,31.50337070937281,0,0,0
54,0,122568.07078970314,2,1,51.94985137690028,1,1,0
52,0,28664.765272889694,16,3,47.54669441298389,0,5,0
57,1,31518.055858350242,5,4,54.70278264303202,0,4,0
49,1,70898.34076311781,12,4,25.716824212307717,0,4,0
58,1,81820.98487328747,14,2,55.25845957365638,0,0,0
41,1,27551.95377044547,14,4,7.884658076218089,0,2,0
57,1,50546.542649473864,12,3,26.222945897966326,0,5,0
48,0,61203.05641284551,13,1,24.81392782092393,0,3,0
29,0,139539.03320528648,11,0,34.92915472603948,0,4,1
54,1,47391.64530273641,15,1,53.26940475216208,1,4,1
18,0,147548.68513293687,6,0,52.66998979269017,0,5,1
60,1,131349.8390872305,12,1,36.54402548182512,1,3,1
54,0,93452.8590716721,2,2,17.01442099228714,0,2,0
21,0,84513.637874707,14,0,38.11966320424883,0,5,1
56,0,60865.51471388729,2,0,42.10853408118886,0,4,0
66,1,90659.96825454399,7,2,50.89288340584086,0,5,1
35,1,53775.71713685445,18,0,24.398843888793454,0,3,1
64,1,121448.89606422745,18,3,36.7212246330152,1,4,1
54,1,117167.77285757022,3,2,19.036426012818826,1,4,0
27,1,55283.21945807287,10,2,16.841790117917284,0,0,0
24,0,101106.458717913,16,1,16.0012904983469,1,0,1
64,0,64250.32355308574,12,0,19.609567084262327,0,5,0
66,0,124009.22593089074,7,4,52.24461701636442,0,0,0
18,1,95046.27380030706,5,0,30.992973766310943,1,2,1
47,0,95178.79192464688,19,0,27.928392943033035,0,5,0
20,0,129291.393641456,11,2,56.489334712267635,0,0,1
31,0,35780.23436072284,20,1,14.162093737209517,1,0,0
44,1,146500.16118640327,13,0,16.025039499514364,1,2,0
63,0,124000.45262927859,10,1,1.57698343803995,0,3,0
60,1,99682.14572428832,19,3,22.588058618450646,0,5,0
36,1,20567.22505454018,13,3,28.83022724658136,0,0,0
42,1,141860.44864462546,15,4,49.20931885083891,0,1,0
55,0,45752.69225876621,3,2,43.179007846560026,0,1,0
19,0,106658.0622760605,19,4,1.2309322383880477,1,5,1
22,1,25463.207772282687,2,3,43.64335188463694,1,4,1
61,1,118945.79981561055,4,0,19.62754665645883,0,0,0
47,0,85081.15484915432,7,3,18.001706850153127,0,0,0
65,0,56305.891499073354,11,2,36.669872505236285,0,4,1
23,1,45458.300937455104,3,3,33.410255545974884,0,3,0
41,0,84539.94980618896,15,0,2.7210236451538545,0,3,0
45,0,31022.96208595442,16,2,55.34748893066967,0,2,0
39,1,53820.51282506665,8,3,23.541179068152363,0,2,0
29,1,110297.4055429271,19,1,20.528524908600776,1,3,1
21,0,58640.91500212024,17,0,3.2449015202953637,1,5,1
61,1,47194.11050303062,3,3,47.76886179811329,1,2,0
70,1,67880.23896589028,2,0,47.12201035128081,0,2,0
54,1,96629.01863301064,10,0,42.63978401118211,0,3,1
47,0,47559.22711082555,17,3,15.200213793827238,0,5,0
64,0,38477.826093149495,17,3,6.394149862840845,1,1,0
42,0,74528.23921445076,19,4,4.805544762507147,1,1,0
48,0,61203.05641284551,13,1,24.81392782092393,0,3,0
25,0,45905.14374068411,20,4,41.711523612498624,0,1,0
61,1,33701.11835401468,6,0,27.852329630933397,0,2,0
63,1,130496.79829248606,1,0,7.11456686236694,1,4,0
32,1,88855.76411293058,9,3,31.749249769898714,0,5,1
56,0,24773.77712510675,7,2,22.245878216144682,0,4,0
49,1,98244.60665272188,14,4,31.37226986105493,1,5,1
41,1,112640.77330280667,5,3,6.8860499044677015,1,1,0
33,1,92502.14741250571,8,3,40.649165968651566,1,0,1
21,1,123108.57361957613,11,3,3.456997318058839,0,1,0
38,1,129766.42075615008,14,1,41.52954466520711,0,4,1
35,0,106630.10376516684,8,4,54.55729721423304,1,1,1
53,0,143788.8321406873,0,3,8.341618268858557,0,1,0
49,1,74308.92730576296,13,1,56.13079279370831,1,5,1
19,0,120829.54062029257,20,4,17.138979711114278,0,0,0
52,1,144359.90074084955,9,4,8.70968519438248,0,5,0
55,0,25686.07940016316,15,2,23.929225790819064,0,3,0
22,0,69652.15315487646,2,4,13.131667774261123,0,1,0
43,1,119783.79170732938,10,1,31.62227992113479,0,5,1
22,1,117323.880436406,18,4,42.65313069699829,1,1,1
68,1,117945.62989340597,13,1,47.2799342708956,0,2,0
59,0,138961.70889291563,13,3,21.158799855288795,1,1,0
46,1,31968.70819072181,16,0,15.333776339535593,1,1,1
53,1,147921.71121736034,10,3,22.239552707964414,0,0,0
37,0,48326.03205314871,14,1,40.65109988981635,1,3,1
62,0,122297.44021318837,12,0,20.01716464369607,0,3,0
70,1,34883.39294856766,18,1,23.37772011192513,0,0,0
67,1,136028.02769413,20,2,11.230367906161042,1,4,1
30,0,51183.634658272815,17,1,27.74278018454626,1,0,1
45,0,71367.90662436142,9,4,27.40251462081527,0,3,0
70,1,52791.332622537004,1,1,11.821994966379407,1,3,0
46,1,71476.16144611913,18,1,36.36215664101236,1,3,1
66,1,40038.855613203326,4,1,52.41782396368591,0,1,0
46,1,118054.44653511295,6,1,1.2422659709494588,0,2,0
21,0,59545.83355271651,10,1,12.087631514553928,0,0,0
55,0,70438.27879309304,14,1,36.464378876381865,1,5,1
31,0,96846.93942360714,15,4,37.03317499903258,0,1,1
39,0,141979.62639830273,3,3,13.417120658415522,0,1,0
49,1,138198.62676200282,19,0,58.12432161091142,0,1,0
49,0,34043.348036989875,9,3,6.2995056361106805,0,2,0
58,0,134850.4191881879,12,0,33.37801169651769,0,3,1
31,1,47872.8427891114,5,3,40.87766474698243,1,2,1
47,1,145165.34641962335,2,0,12.150153938299331,0,0,0
25,1,96745.19975964047,5,1,37.82269178269361,0,0,0
45,1,46170.57401691632,9,2,27.36023691398448,0,0,0
41,1,112003.77553477857,18,0,12.183775003679488,1,3,1
42,1,68609.73611166577,12,3,23.396362030451606,1,5,1
20,1,123037.36511748983,10,3,48.13796516223066,0,2,1
41,1,64051.884414037704,18,0,16.152972225785927,1,0,0
32,1,43609.81580835834,12,4,40.32502407533764,1,5,1
61,1,83180.06419368839,8,3,20.33708632787156,1,3,1
66,0,69966.15500813753,7,1,14.801446425983707,0,3,0
65,0,124199.82454478864,14,3,59.69172231986046,0,5,1
62,1,86645.11790885688,6,2,58.72151765295762,1,1,1
36,0,27738.21104521032,1,0,22.334831787097983,0,0,0
28,1,91055.02846419833,20,2,47.96194028643584,1,3,1
42,0,74762.24692822936,15,3,21.370608571366134,0,2,0
25,1,141280.23213405738,0,4,18.041525454173296,0,1,0
22,1,69467.30228308629,20,2,22.847290920037747,1,0,1
68,0,52087.1029962473,2,0,59.01984600717378,0,3,0
66,1,141127.98352626612,0,1,1.1288644285776774,0,3,0
28,0,143620.71728533128,0,4,25.581526207411283,0,3,0
25,0,99811.36601880802,4,2,13.38516469913504,0,4,0
54,0,86646.80437433414,10,0,12.741666370496109,0,2,0
39,0,143600.45200507395,19,1,5.721077915703081,1,5,1
43,0,144286.12866955128,5,4,38.391491144229846,0,4,0
56,1,69481.02815195541,17,0,11.065466352677015,0,0,0
65,0,140429.73887491127,18,2,39.95981400033353,0,4,1
24,1,146187.95090326673,13,4,39.5905756243891,1,1,0
18,1,111861.88308423225,5,2,31.027565079547887,1,3,0
56,1,108429.61129708592,20,2,29.53090055652818,0,1,0
62,0,83471.34781283117,0,4,41.67561089840815,0,4,0
68,0,124514.60598182764,5,3,38.16247161080756,0,4,0
37,1,111293.63958411635,18,0,31.78099628064818,0,4,1
67,0,40127.71963770358,16,4,51.175339773056756,0,5,1
24,1,82795.1606826557,13,0,35.98597935707849,1,3,1
34,0,21573.405180893966,0,4,16.762750492691403,1,5,0
26,1,98453.39665753912,7,2,37.05734986946352,0,0,1
46,1,34428.63099775254,12,1,11.881676244471631,1,1,0
38,1,23355.547903433308,12,3,51.641495475074564,0,5,1
18,1,111861.88308423225,5,2,31.027565079547887,1,3,0
34,1,146881.79702629778,2,3,11.455688355848729,0,4,0
66,0,127577.4598738194,14,4,26.180631959441243,0,5,0
47,1,145909.85312098596,14,2,18.13172453667521,0,3,1
33,1,53713.53665122228,10,3,8.416648484214825,0,1,0
30,0,108025.68316555122,0,0,59.564907358719346,1,4,1
65,1,28899.633513365145,1,0,1.1717913521935357,0,1,0
62,1,87062.04735260266,7,0,21.1278102233613,0,3,0
40,1,127575.82158351876,2,0,35.550645902530924,0,0,0
28,0,64992.96444991212,17,1,21.519161779884342,0,1,0
30,1,131433.30340983788,1,4,8.40934405989948,0,0,0
43,0,76162.46058728578,10,1,39.71456313713853,0,1,1
19,1,140799.646972141,17,1,41.4268857724221,0,5,1
40,1,72373.52674224283,9,2,30.45102016249704,1,0,1
42,1,35733.250063075095,10,4,5.153916381748336,1,0,0
24,1,46036.662322791366,11,1,42.326837060037114,0,1,0
63,0,79701.18408760455,7,2,44.77932466090586,0,4,1
39,1,55921.48410056097,17,4,33.41628812502245,1,0,0
19,1,52289.86913661698,4,3,35.858136618834955,1,4,0
27,1,149716.71123865718,16,3,48.0428715333478,0,3,1
30,0,147553.1187790983,7,3,41.22176617432818,0,2,1
57,0,131153.92621059157,20,3,31.169006297971833,1,1,1
63,1,144383.9760129572,20,4,52.21003187812574,1,0,1
66,0,73432.73978452095,10,4,47.54776231216068,0,4,1
42,0,48710.861785191155,13,4,53.05013849639244,0,0,0
33,1,124648.56995850007,4,4,22.28757237130215,1,3,1
51,0,98454.10248563922,4,0,22.03992585958878,0,2,0
28,1,98382.57394233,16,4,41.41535911312754,0,0,1
27,0,87789.75303379135,11,3,17.74881271385208,0,1,0
70,1,77257.37554061512,7,3,25.869159768107142,0,5,0
30,0,87268.02572815536,12,3,6.6196871043993,0,4,1
60,0,127807.28391117822,17,0,44.68231951952016,0,4,1
39,0,134650.60857960372,3,3,40.486681954775804,1,5,1
18,1,138891.32630031265,15,2,21.576913596369213,1,4,1
23,1,45458.300937455104,3,3,33.410255545974884,0,3,0
37,1,72468.13030700685,2,2,10.376561243806123,0,4,1
66,1,46693.28203188397,14,3,19.033261313334823,0,3,1
56,1,72387.42323947098,16,2,5.42264256473077,0,2,0
22,0,34919.95334299827,15,0,25.007007452047045,0,3,0
65,0,124343.63027344235,16,2,21.751486569393485,0,5,0
26,0,138229.09942184144,12,4,54.45512519161743,0,1,1
53,0,108115.71604030575,11,3,18.38159664348691,1,4,1
49,0,21612.524716050924,3,0,8.506268329283632,0,3,0
61,1,90303.18814812077,7,1,57.68893560773112,0,3,1
20,0,143199.4433753812,14,4,39.75209863421849,0,4,1
60,0,56120.860891662596,12,2,52.792991349977285,0,0,0
47,0,142815.71364180034,3,3,25.445293827192252,1,2,1
67,1,97696.8767513514,11,2,52.36961662464493,0,5,1
70,1,59690.387970575066,2,0,46.616893813070575,0,4,0
68,1,60677.96124777427,0,2,58.16910386285568,1,4,1
61,0,71826.1936104007,11,2,6.724074875988277,0,5,0
18,0,59728.54801372794,14,0,44.32665208478245,1,1,1
46,1,133864.8008572174,14,2,24.60174852319119,1,1,0
19,0,145726.45998369216,10,0,37.71587576536755,0,0,1
22,1,99634.55088482649,17,0,14.043221616025518,0,5,1
49,0,145634.26016263297,7,4,7.207953759052014,0,4,0
45,1,79870.1346456382,8,4,28.55405412478276,0,4,0
22,1,26497.273725758234,6,0,17.469503860115964,0,2,0
67,1,21081.59248953496,3,1,48.48513622049185,0,4,1
41,1,27551.95377044547,14,4,7.884658076218089,0,2,0
29,1,26264.181611128508,10,0,14.005835208664223,1,1,0
70,0,29828.655280177598,14,3,44.85437403822052,0,3,0
65,1,81396.63454118762,20,0,45.26603793883453,0,2,0
37,0,105301.0388985393,3,1,53.33552192237075,0,2,0
29,1,128078.55687014227,12,0,42.26369971825467,0,4,1
58,0,64879.00856421997,17,4,57.34872804044795,0,4,1
56,1,24884.24175185796,14,3,34.29272660227248,1,1,0
52,1,119368.44608882567,6,2,54.46211463152128,0,4,1
35,1,66515.83093476135,5,4,16.422441677063297,0,0,0
20,1,99727.91903535927,1,1,49.42957396558621,0,1,1
50,0,74383.40233329641,13,1,52.09536825015686,0,2,0
54,1,30322.856003593835,10,1,5.665485237622239,1,4,0
46,0,68222.33106050947,4,1,48.644639068481595,1,5,1
35,0,51093.413548070326,11,3,59.00081727727441,1,3,1
64,0,23067.345403918785,4,0,47.13402220750432,0,0,0
44,0,36622.684158914286,11,0,25.207275373692845,0,1,0
23,0,126812.79670236132,15,1,17.17567822266571,0,1,0
34,0,30624.294947081173,19,3,38.48063425418577,0,5,1
45,1,23275.14381469982,19,4,12.837293318647834,1,3,0
54,1,25129.73927581691,20,2,57.34635225708844,0,3,0
26,0,107451.38924715674,19,1,39.902085849451794,1,1,1
28,0,39105.15224646726,10,1,36.97165461372451,0,4,1
21,0,81251.8268612659,11,4,6.7017944657274136,0,2,0
36,1,44907.08294552735,19,0,47.6084955009896,0,1,0
69,0,32088.78317700718,14,1,9.473661306060158,0,1,0
31,1,38101.898245287375,19,4,27.934022465150445,0,5,0
41,1,30478.196788426205,2,2,36.26031395226512,0,3,0
54,0,67832.29766927098,17,3,59.32093858472148,0,1,0
69,0,126181.33064573268,1,2,4.216201504740693,0,0,0
51,1,125070.57730119888,7,1,15.891701181586923,0,3,0
27,0,65252.42711187745,19,2,56.72335758504024,1,5,1
41,1,49727.98134846914,14,2,30.393724454139438,1,2,0
57,0,115636.20485109468,7,4,2.6992696522446034,0,5,0
43,0,129388.18190101879,14,0,32.226779440471816,1,3,1
55,1,86155.77222683726,15,4,7.259414997161641,0,4,0
32,1,105104.58929257409,6,1,36.33410259068171,1,0,1
37,0,74954.7227962112,15,3,3.911624258147855,0,0,0
64,0,92958.96247672824,19,3,31.040319968193554,0,3,1
69,0,21638.977596848676,4,2,18.516844781814534,1,2,0
21,0,144531.43573738018,19,0,35.548116316349365,1,4,1
40,0,145714.585783299,15,4,17.809881900593712,0,3,0
68,0,85400.91360137874,5,4,27.49592016789069,0,5,0
46,1,104305.62661542946,8,4,28.62037457037341,1,4,1
50,0,53620.70853544504,7,4,54.04241497631955,1,5,1
34,1,46489.63968659958,19,4,58.98874695346981,1,4,1
22,0,82842.96667650907,2,3,43.368002539405325,0,3,1
56,1,115299.26848385773,1,1,35.196206917347766,1,5,1
60,0,84072.39597816806,4,4,23.197533323310275,0,2,0
50,0,51462.87039751404,11,0,40.01965825274273,0,0,0
66,1,48478.94518324151,10,1,1.926058430180499,0,3,0
70,1,106116.42152113885,1,0,53.32361326706482,1,5,1
46,0,95978.35826846538,20,3,16.30458458930938,0,0,1
41,1,108740.23875904232,8,1,37.69854213972985,0,0,0
50,0,144881.50681671596,10,4,36.84083348060558,1,5,1
23,0,129674.45632673708,14,3,39.1355416152957,0,4,1
49,1,21213.11057752213,11,0,18.67382285727894,0,3,0
58,1,99027.67783179149,18,0,41.858326752910386,0,0,0
53,0,99329.26943209337,3,2,54.79194305215633,1,0,0
67,1,110466.88536194433,17,0,43.108669261925726,0,1,0
33,0,60815.67325905587,9,3,19.55928490471455,0,3,1
45,1,81989.65088131622,14,0,2.391926099066956,0,5,0
40,1,110343.64155732002,20,2,25.065860304921262,1,4,1
62,1,79704.4756325178,16,4,19.883346886232168,0,2,0
50,1,145159.8855329168,14,1,21.393759196969697,1,0,0
52,0,57492.706916436946,4,1,5.526680567905345,1,2,0
34,0,109403.8655159729,11,3,25.41024095723946,1,3,1
68,0,147396.14281665056,11,4,34.900349655560895,0,2,0
59,1,102717.87601730225,9,0,21.621845268994484,0,5,0
31,0,128612.42934648527,12,3,33.43610852469518,0,2,1
23,1,82526.47568519608,5,1,43.9211476017933,0,0,0
66,0,92049.44683716216,14,0,5.530945372917306,0,4,0
44,0,68075.72327833297,9,0,33.97824117595224,1,2,1
45,0,78197.54530335439,20,2,25.115882005703146,1,1,0
31,0,76895.97265926645,10,3,16.574555662879966,0,1,0
36,1,74837.66321004808,18,2,19.617654992143542,0,3,1
50,0,49396.29306245735,14,4,59.89350821418935,1,5,1
42,0,25934.336915309887,10,0,22.794078702851714,1,4,0
66,0,43317.40866158736,3,2,51.85063379193269,0,3,0
46,1,123247.38613142271,16,4,4.546404808625354,0,0,0
63,1,52441.00598043579,1,4,37.50607196499877,0,3,0
55,1,78034.53713220567,4,0,21.115920296913973,1,1,0
32,0,60272.4216971829,18,3,7.2704321826616125,1,3,1
68,0,111480.97135177662,15,3,19.077529103355513,1,5,1
24,1,149332.62123206974,8,2,1.7031609957162834,0,0,0
57,1,117678.76118377593,10,0,30.93599614002427,0,4,1
69,0,32893.15294633807,15,1,56.19006464246351,0,0,0
24,0,141252.36605725897,8,4,19.27426168781471,1,3,1
60,1,76259.69434790415,4,1,5.111751107077058,0,3,0
40,0,91234.73356658008,10,1,50.46557864743921,0,1,0
35,1,104039.63641293097,1,3,16.245166224351834,1,5,1
28,1,79064.90499879516,11,4,51.91487874205305,1,1,0
66,1,48478.94518324151,10,1,1.926058430180499,0,3,0
20,0,68326.10833782294,19,2,13.52437340184535,0,2,0
34,0,91825.12576302559,15,4,22.227575389533847,1,1,1
57,1,76759.8446699396,3,1,11.278429829212069,0,2,0
20,0,82785.95337109617,14,2,5.089158609259395,0,4,1
32,1,25453.659046112713,15,3,28.67452491901702,0,1,0
41,1,65461.419866960445,0,1,50.12893103461578,1,0,0
68,0,147396.14281665056,11,4,34.900349655560895,0,2,0
42,0,54021.73888566778,18,3,1.0441147938613327,1,2,0
44,0,49607.465693417245,5,4,13.334429598071104,0,5,0
21,1,123108.57361957613,11,3,3.456997318058839,0,1,0
41,0,27063.164526977496,8,0,4.8820948499191,0,0,0
40,0,114116.49721059219,7,3,30.5171406020126,1,5,1
52,0,105978.17943915387,8,0,54.786341908800054,0,4,1
44,0,120702.39148291244,7,2,41.354532664993336,0,3,1
34,1,57148.58219705178,20,2,54.2968243848396,0,4,1
65,1,87154.44169797728,7,0,7.49839469221902,0,3,0
63,1,147568.62176464207,18,2,51.45475535331689,0,4,1
51,0,49533.34241305693,8,3,55.148586497171934,0,5,0
69,1,63486.46753645118,16,2,56.78419677301051,1,3,1
29,1,144164.97694792118,8,0,9.496190211269505,1,2,1
38,0,21860.986096717796,0,4,20.844397876219336,0,4,0
23,1,90490.83671394028,8,0,15.120604906294158,1,1,1
28,0,59880.95793787835,6,1,51.671653421441356,1,3,1
67,0,33135.95543138407,14,1,30.561373982091602,0,4,0
66,0,33767.75457248849,3,3,54.26692911512191,0,0,1
33,1,129552.54728087214,16,0,17.481366264942366,0,5,1
45,0,83010.5173269061,2,3,13.201062886604504,1,0,0
37,1,37352.39641407269,10,3,35.11488449217408,0,5,1
35,0,97769.28822828605,1,2,37.979460645616086,1,2,1
47,0,63974.77577928479,12,0,50.56111108332121,0,5,1
69,1,95685.8370572348,8,0,57.73515274756371,0,4,1
29,1,51136.322088239955,16,1,35.69943786260344,0,0,1
43,1,46739.34408542216,10,3,37.20730807599587,1,1,0
42,1,103574.648307632,5,2,32.1379618548504,1,3,1
37,1,112875.14132926149,1,4,20.06846074158527,0,1,0
26,0,123071.07447439911,11,0,16.208930804035486,0,5,1
52,1,133580.81715062488,15,4,44.02344596155034,1,2,1
26,1,53107.18086598665,14,1,48.74249341574773,1,3,1
47,1,49291.20089366056,13,4,1.2872360516746904,0,4,0
29,1,26264.181611128508,10,0,14.005835208664223,1,1,0
67,1,102433.52407892307,8,2,34.424571769681975,1,5,1
42,1,45381.27838434397,3,0,51.4496247722116,0,3,0
42,0,25934.336915309887,10,0,22.794078702851714,1,4,0
46,1,52107.24387935997,10,0,36.05404709717553,0,5,1
49,0,66513.77449230744,0,0,46.02585340698811,0,2,0
22,0,121637.10223484163,2,3,7.814846103231505,0,5,0
19,1,42729.02154385363,0,4,35.713575663841745,0,3,0
58,1,99027.67783179149,18,0,41.858326752910386,0,0,0
41,0,129313.30532536993,12,3,40.697069705305374,0,1,0
52,0,129451.36368293512,13,0,23.5912778281975,0,5,0
51,0,28119.487170479286,13,3,26.98207915848743,0,1,0
37,0,45600.34157894569,0,3,31.866322047552973,0,0,0
44,0,65435.82837128644,17,2,18.076745713771295,0,1,0
38,0,87431.12926947736,0,4,43.59700567014704,1,2,1
25,0,122206.73479393753,10,2,52.496983815045894,0,5,1
66,0,119516.67686884427,9,3,42.367508978032554,0,5,1
57,1,31518.612816058278,7,3,5.456462880257549,0,1,0
66,1,117622.17378723137,10,0,11.157952624606297,0,4,0
62,0,105931.85305215164,14,2,48.20900625511329,0,3,1
29,1,122498.15462292882,12,2,18.131351236634178,0,5,1
49,0,83391.61525673742,15,3,37.45413261031017,0,0,0
40,1,98921.64523343802,15,4,30.815866426031743,1,1,1
50,1,95764.88856085365,12,0,52.929129241705276,0,5,1
62,0,79728.07989277826,0,1,31.25728638367338,1,2,0
46,1,133864.8008572174,14,2,24.60174852319119,1,1,0
69,0,56721.41542810048,16,1,56.53166695312044,1,2,1
63,0,85623.42777958866,18,0,11.657565178537604,0,1,0
46,0,148031.59235912186,19,2,32.592763900888954,0,4,1
61,1,85342.06154191696,9,1,28.59717184710515,0,3,0
54,1,28273.318207263503,14,3,38.66265384271312,1,4,1
40,0,49200.02953970075,1,4,6.120194289834439,0,2,0
54,1,117167.77285757022,3,2,19.036426012818826,1,4,0
30,1,132019.8174923549,19,3,19.282073315100597,1,4,1
61,1,126478.2568020153,9,1,37.35479494754324,0,4,1
32,0,61031.5546892355,11,4,17.70992594477038,0,3,1
52,1,135258.5479812607,4,1,31.327378822714074,0,1,0
55,1,100546.61386977929,6,4,9.12631183438071,1,3,1
30,0,47756.47762038735,4,0,6.802350373822574,0,4,0
56,0,68381.71309887673,12,4,14.974118765196229,0,5,0
38,0,89214.68869577823,5,2,9.81673925257936,0,3,0
46,0,55076.693616667864,5,4,45.41800103039165,1,1,0
64,1,62207.87049570779,2,0,41.9379265506682,0,0,0
50,1,44510.27874740265,17,1,20.216430483084434,0,5,1
68,1,131240.49219888012,7,3,19.495164230940574,1,2,0
52,0,104713.16886204595,15,4,33.684227042818215,0,2,0
