,res_id,name,url,address,city,locality,cuisines,timings,average_cost_for_one,highlights,aggregate_rating,votes,scope
238,18694905,The London Shakes & Café,https://www.zomato.com/lucknow/the-london-shakes-café-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-1/54, Sector P, Aliganj, Lucknow ( between Swaad & sector Q chauraha)",Lucknow,Aliganj,"Cafe, Italian, Beverages, Street Food",11am – 10pm (Mon-Sun),175,"['No Alcohol Available', 'Cash', 'Lunch', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Delivery', 'Dinner', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted']",4.2,235,4.111353207
239,801710,Keventers,https://www.zomato.com/lucknow/keventers-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6B SAS, Sapru Marg, Near Rohit Bhawan, Hazratganj, Lucknow",Lucknow,Hazratganj,"Beverages, Desserts, Ice Cream",9:30 AM to 11 PM (Mon-Sun),200,"['Cash', 'Debit Card', 'No Alcohol Available', 'Credit Card', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Pure Veg']",4.2,272,4.120170227
240,18681509,London Shakes & Café,https://www.zomato.com/lucknow/london-shakes-café-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"House number.583/2, Grambungli, Aashiana",Lucknow,Aashiana,"Cafe, Italian, Beverages, Street Food",12 Noon to 10 PM,175,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Delivery', 'Credit Card', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",3.5,132,3.673721226
241,18588897,Baatla House,https://www.zomato.com/lucknow/baatla-house-1-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,921/7 setor-A,Lucknow,Indira Nagar,Beverages,12 Noon to 10 PM,100,"['Takeaway Available', 'Cash', 'Indoor Seating']",4,104,3.952467277
242,18598204,Keventers,https://www.zomato.com/lucknow/keventers-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop B 59, Sector B, Aliganj, Lucknow",Lucknow,Aliganj,"Beverages, Desserts, Ice Cream",9:30 AM to 11 PM,200,"['Cash', 'Delivery', 'Credit Card', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Outdoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes']",4,128,3.957470721
243,801712,New Lucknow Kitchen,https://www.zomato.com/lucknow/new-lucknow-kitchen-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B2/132, Sector F Sahara States road Jankipuram near engineering college chauraha lucknow ",Lucknow,Aliganj,"North Indian, Mughlai, Chinese, South Indian",11am – 11pm (Mon-Sun),300,"['Dinner', 'Delivery', 'Lunch', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Debit Card', 'Table booking recommended', 'Digital Payments Accepted', 'Indoor Seating', 'Free Parking', 'Air Conditioned']",3.9,425,3.900577761
244,801467,Aahaar,https://www.zomato.com/lucknow/aahaar-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"CP-19, Sonika Galaxy Towers, Vijayanat Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, Fast Food",11am – 11pm (Mon-Sun),250,"['Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Digital Payments Accepted', 'Live Sports Screening', 'Live Music', 'Air Conditioned', 'Wifi', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']",3.6,440,3.656117267
245,800688,Non Veg Point,https://www.zomato.com/lucknow/non-veg-point-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 to 13, Near Shri Kachori Corner, Kamla Nehru Marg, Chowk Chauraha, Lucknow",Lucknow,Chowk,"North Indian, Mughlai, Chinese",1 PM to 11:30 PM (Mon-Sun),200,"['Dinner', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Cash', 'Indoor Seating', 'Air Conditioned']",4,451,3.982401678
246,800036,Bikanervala,https://www.zomato.com/lucknow/bikanervala-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 15, Near Bhootnath, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"North Indian, South Indian, Desserts, Chinese, Fast Food",8:30am – 10:30am (Mon-Sun),250,"['Cash', 'Delivery', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Credit Card', 'Breakfast', 'Dinner', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Pure Veg', 'Air Conditioned']",3.8,543,3.816023833
247,800595,Manoranjan Sweet House,https://www.zomato.com/lucknow/manoranjan-sweet-house-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"23 To 26, Opposite Chander Nagar Gate, Moni Baba Market, Alambagh, Lucknow",Lucknow,Alambagh,"Desserts, South Indian, North Indian, Chinese",11am – 11:50pm (Mon-Sun),200,"['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pure Veg']",3.8,417,3.819929061
248,18782628,Burger Point,https://www.zomato.com/lucknow/burger-point-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"551 JHA/227 Harihar Prasad Nagar, Alambagh, Lucknow",Lucknow,Alambagh,"Burger, Sandwich, Wraps, Fast Food",11am – 3am (Mon-Sun),60,"['Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted']",3.8,239,3.830393287
249,801329,Chinese Express,https://www.zomato.com/lucknow/chinese-express-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No. 501, Lekhraj Dollar, Behind Spencer's Faizabad Road, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Chinese, Fast Food, Momos",10:30 AM to 10:30 PM (Mon-Sun),175,"['Cash', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Digital Payments Accepted', 'Outdoor Seating']",3.8,365,3.822157687
250,18698772,Nepal Chinese Centre,https://www.zomato.com/lucknow/nepal-chinese-centre-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sahara Plaza, Patkapuram Road, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Fast Food, Chinese",11 AM to 11 PM,150,"['No Alcohol Available', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'No Seating Available', 'Air Conditioned', 'Digital Payments Accepted', 'Free Parking']",3.9,304,3.900750803
251,800590,McDonald's,https://www.zomato.com/lucknow/mcdonalds-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Phoenix United Mall, Alambagh, Lucknow",Lucknow,"Phoenix United Mall, Alambagh","Burger, Fast Food",11 AM to 11 PM,250,"['Mall Parking', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wheelchair Accessible', 'Indoor Seating', 'Kid Friendly']",4,956,3.990817542
252,801643,Rollarappaa  Episode 03,https://www.zomato.com/lucknow/rollarappaa-episode-03-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/4, Vivek Khand LGF, Near Mithai Waala Chauraha, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Fast Food, Rolls, Chinese","12Noon to 11PM (Mon, Tue, Thu, Fri, Sat, Sun), 12:1PM to 11PM (Wed)",300,"['Credit Card', 'Takeaway Available', 'Lunch', 'Dinner', 'Debit Card', 'No Alcohol Available', 'Delivery', 'Cash', 'Indoor Seating', 'Free Parking', 'Air Conditioned', 'Digital Payments Accepted']",4,333,3.97760583
253,18684709,Al-Baike Restaurant,https://www.zomato.com/lucknow/al-baike-restaurant-aminabad?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Royal Shopping Center, Near Naaz Cinema, Aminabad, Lucknow",Lucknow,Aminabad,Fast Food,12 Noon to 11 PM,200,"['Takeaway Available', 'Delivery', 'Cash', 'No Alcohol Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Air Conditioned']",4.1,415,4.061754028
254,800187,New Chik Chik Chicken Corner,https://www.zomato.com/lucknow/new-chik-chik-chicken-corner-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 79, Chander Nagar Market, Alambagh, Lucknow",Lucknow,Alambagh,"Mughlai, North Indian",12:30 PM to 11 PM,250,"['Dinner', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Indoor Seating']",3.9,501,3.9005047
255,800011,Maa Durga Restaurant,https://www.zomato.com/lucknow/maa-durga-restaurant-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bhatia Tower, Teri Pulia, Alambagh, Lucknow",Lucknow,Alambagh,North Indian,8:30am – 3am (Mon-Sun),175,"['Dinner', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Catering Available', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",3.6,407,3.659769871
256,18699815,Rajshree Sweets & Restaurant,https://www.zomato.com/lucknow/rajshree-sweets-restaurant-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13/21 , Sector-B, Munshipulia Chauraha, Picnic Spot Road, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Chinese, South Indian, Mithai",7:30 AM to 10:30 PM,200,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.9,284,3.900789907
257,18697645,Al-Bake Chowk,https://www.zomato.com/lucknow/al-bake-chowk-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"40, Bulandbagh, Jagat Narayan Road, Near City Station Petrol Pump, Chowk, Lucknow",Lucknow,Chowk,"Cafe, Continental, Sandwich, Fast Food, Burger, Lebanese, Mughlai, Pizza","11am – 2am (Mon-Sat),Closed (Sun)",250,"['Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",4.2,230,4.110010074
258,800002,Chahat Biryani,https://www.zomato.com/lucknow/chahat-biryani-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Purniya Chouraha, Sector H, Aliganj, Lucknow",Lucknow,Aliganj,"Mughlai, Rolls",11:30 AM to 11 PM (Mon-Sun),175,"['Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Cash', 'Dinner', 'Lunch', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",3.7,439,3.737668505
259,800680,Wahid Biryani,https://www.zomato.com/lucknow/wahid-biryani-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Ashiyana Police Chowki, Bangla Bazar, Aashiana, Lucknow",Lucknow,Aashiana,"Mughlai, Biryani",11 AM to 11 PM,100,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating']",3.7,402,3.740444869
260,18784817,D Pizza Club,https://www.zomato.com/lucknow/d-pizza-club-rajajipuram?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-5079, Near Kothari Bandhu, Patthar Katta Masjid Rd, New Haiderganj, Rajajipuram, Lucknow",Lucknow,Rajajipuram,"Pizza, Fast Food",12 Noon to 10 PM,150,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating']",3.8,292,3.826283991
261,18663620,Lucknow Darbaar,https://www.zomato.com/lucknow/lucknow-darbaar-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"24, Vijay Nagar, Near Tomar Study Point, Krishna Nagar, Lucknow",Lucknow,Aashiana,North Indian,"11:30am – 11pm (Mon, Tue, Wed, Thu, Fri, Sun), 11:30am – 11:30pm (Sat)",175,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Lunch Menu', 'Digital Payments Accepted', 'Outdoor Seating', 'Kid Friendly', 'Hookah', 'Group Meal']",3.5,467,3.571081701
262,18667012,Jhanvi Veg Corner,https://www.zomato.com/lucknow/jhanvi-veg-corner-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"228/193, Aishbagh Road, Arya Nagar, Charbagh, Lucknow",Lucknow,Charbagh,Fast Food,12 Noon to 11 PM,100,"['No Alcohol Available', 'Lunch', 'Cash', 'No Seating Available', 'Dinner', 'Takeaway Available', 'Pure Veg']",4,281,3.974549408
263,800277,Pizza Port,https://www.zomato.com/lucknow/pizza-port-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Kapoorthala Complex, Near Novelty Cinema, Aliganj, Lucknow",Lucknow,Aliganj,"Pizza, Chinese",12 Noon to 11 PM (Mon-Sun),300,"['Credit Card', 'Dinner', 'Lunch', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Delivery', 'Air Conditioned', 'Indoor Seating']",3.3,412,3.417779931
264,18563044,Yo! Dosa,https://www.zomato.com/lucknow/yo-dosa-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/319, Vivek Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,South Indian,11AM to 11PM (Mon-Sun),150,"['Delivery', 'Takeaway Available', 'Cash', 'No Alcohol Available', 'Lunch', 'Debit Card', 'Credit Card', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Digital Payments Accepted', 'Free Parking']",3.6,376,3.663662446
265,800589,Raj & Raj,https://www.zomato.com/lucknow/raj-raj-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M-3/522, Aashiyana Chauraha, Sector H, LDA Colony, Lucknow",Lucknow,Aashiana,"Chinese, Street Food, North Indian, South Indian",10:30 AM to 11:30 PM (Mon-Sun),300,"['Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'No Alcohol Available', 'Debit Card', 'Pure Veg', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating', 'Free Parking']",3.8,397,3.820731035
266,800499,Break Point Dhaba,https://www.zomato.com/lucknow/break-point-dhaba-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Anaura Chowki, Chinhat, Faizabad Road, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"North Indian, Chinese",12 Noon to 11 PM (Mon-Sun),200,"['Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Debit Card', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",3.8,357,3.822545568
267,18569842,Khatirdari Express,https://www.zomato.com/khatirdariexpress?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 274, 275, 276 Lekhraj Market-3, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Chinese, North Indian, BBQ",11 AM to 11 PM,100,"['No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Standing Tables', 'Delivery', 'Credit Card', 'Digital Payments Accepted']",3.8,380,3.821465259
268,18580708,Bun Makkhan Chai,https://www.zomato.com/lucknow/bun-makkhan-chai-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Puraniya Petrol Pump, Aliganj, Lucknow",Lucknow,Aliganj,"Street Food, Burger, Sandwich",6 AM to 10 PM,250,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Pure Veg', 'Outdoor Seating']",4,290,3.975136729
269,18382515,Romeos Pizza,https://www.zomato.com/lucknow/romeos-pizza-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 1557, Ground Floor, Shalimar Crossing, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Pizza, Italian",11 AM to 11 PM,200,"['Cash', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Air Conditioned', 'Free Parking', 'Indoor Seating', 'Wheelchair Accessible']",3.6,333,3.669984583
270,18708308,Sardar Ji Ke Mashoor Chhole Bhature,https://www.zomato.com/lucknow/sardar-ji-ke-mashoor-chhole-bhature-1-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"42, Trilokinath Marg, Lalbagh",Lucknow,Lalbagh,North Indian,10 A.M. to 10 P.M.,75,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",3.8,355,3.822644669
271,800051,Shyam Swaad,https://www.zomato.com/lucknow/shyam-swaad-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 40, Sector P, Aliganj, Lucknow",Lucknow,Aliganj,"North Indian, Chinese, Street Food, Desserts",11 AM to 11 PM (Mon-Sun),200,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.6,392,3.661592123
272,801318,Maa Durgama Restaurant,https://www.zomato.com/lucknow/maa-durgama-restaurant-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Bhopal House, Triloknath Marg, Lalbagh, Lucknow",Lucknow,Lalbagh,North Indian,9 AM to 11 PM (Mon-Sun),150,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.7,325,3.747772528
273,800242,Aryan Family's Delight,https://www.zomato.com/lucknow/aryan-familys-delight-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Aryan Building, Near Raj Bhavan, MG Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"North Indian, Street Food, Fast Food",10 AM to 11 PM,150,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Air Conditioned', 'Catering Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required']",3.8,661,3.813539191
274,18667629,Shivam's Little India,https://www.zomato.com/lucknow/shivams-little-india-kanpur-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M-204, Sector G, LDA Colony, Opposite Zonal Park, Kanpur Road",Lucknow,Kanpur Road,"North Indian, Chinese, Fast Food",8 AM to 11:30 PM,300,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table reservation required']",3.7,448,3.737049862
275,801103,The Kalika Hut,https://www.zomato.com/KalikaHut?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/13 Vijay Khand, Near Over Bridge M.V.V. Motors, Lohia Path Road, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese",11 AM to 11 PM (Mon-Sun),425,"['Credit Card', 'Dinner', 'Takeaway Available', 'Cash', 'Delivery', 'Lunch', 'Debit Card', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",3.9,715,3.900372177
276,18097907,The Veg Express,https://www.zomato.com/lucknow/the-veg-express-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-2120, Near Bank of India, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Chinese, North Indian",12:30 PM to 10:30 PM (Mon-Sun),250,"['Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Table booking recommended']",4.1,418,4.06197553
277,18439189,The Peddler's,https://www.zomato.com/lucknow/the-peddlers-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 17/1, Madan Mohan Malviya Marg, Near Butler Colony, Hazratganj, Lucknow",Lucknow,Hazratganj,"North Indian, Continental, Chinese","12midnight – 2:30am, 8am – 12midnight (Mon, Tue, Thu, Fri, Sat, Sun), 12midnight – 2:29am, 8am – 12midnight (Wed)",400,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted']",4.1,565,4.070380939
278,800308,Babian,https://www.zomato.com/lucknow/babian-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 155, Bhootnath Mandir Marg, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"North Indian, Fast Food, Chinese, South Indian",11 AM to 11 PM (Mon-Sun),250,"['Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Lunch', 'Delivery', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Table booking recommended']",3.9,559,3.90046028
279,801658,Sagar Ratna,https://www.zomato.com/lucknow/sagar-ratna-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Cyber heights, Opposite Indra Gandhi Paradisthan, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"South Indian, North Indian, Chinese",11 AM to 11 PM (Mon-Sun),300,"['Debit Card', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Table Reservation Not Required', 'Pure Veg', 'Indoor Seating', 'Table booking not available', 'Air Conditioned', 'Digital Payments Accepted']",3.6,476,3.652609938
280,18492875,Capoor & Sons,https://www.zomato.com/lucknow/capoor-sons-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Asha Apartment 1, Ground Floor, Ram Mohan Rai Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"North Indian, Mughlai, Continental, Desserts, American, Chinese, Italian, Oriental",11 AM to 11 PM,400,"['Serves Alcohol', 'Credit Card', 'Dinner', 'Delivery', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Wifi', 'Table booking recommended', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Air Conditioned', 'Live Sports Screening', 'All Day Breakfast', 'Fullbar', 'Smoking Area']",4.1,413,4.061604921
281,800363,Pizza Hut,https://www.zomato.com/lucknow/pizza-hut-1-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"91, Near Raj Bhavan, MG Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"Pizza, Fast Food, Italian",11 AM to 11 PM,350,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Air Conditioned', 'Axis Bank - Dining Delights']",3.5,509,3.566179515
282,800301,Aadab-e-Dastarkhwan,https://www.zomato.com/lucknow/aadab-e-dastarkhwan-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Basement, Umrao Plaza, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Mughlai, Lucknowi, North Indian",12:30 PM to 10:30 PM (Mon-Sun),300,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",4.1,574,4.070776446
283,801187,Kareem's,https://www.zomato.com/lucknow/kareems-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2/1, Vijay Khand, Near Mithaiwala Chauraha, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,Mughlai,"1 PM to 4 PM, 7 PM to 11 PM (Mon-Sun)",250,"['Lunch', 'Delivery', 'Credit Card', 'Cash', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Digital Payments Accepted']",4,460,3.982684508
284,800081,The Mughal's Dastarkhwan,https://www.zomato.com/lucknow/the-mughals-dastarkhwan-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/106, Vivek Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Mughlai, North Indian, Chinese",1:30 PM to 10:30 PM,450,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",4.1,635,4.073201802
285,18385021,The Pebbles Bistro & Bar,https://www.zomato.com/lucknow/the-pebbles-bistro-bar-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/208 A, Vineet Khand, Opposite Jaipuria School, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,European,11 AM to 11 PM,500,"['Credit Card', 'Dinner', 'Debit Card', 'Takeaway Available', 'Serves Alcohol', 'Cash', 'Lunch', 'Hookah', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Outdoor Seating', 'Smoking Area', 'Fullbar']",4.2,486,4.149323079
286,800244,Chung Fa Restaurant,https://www.zomato.com/lucknow/chung-fa-restaurant-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"57, New Gole Market, Mahanagar, Lucknow",Lucknow,Mahanagar,Chinese,"11 AM to 3 PM, 6 PM to 10:30 PM (Mon-Sun)",350,"['Credit Card', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",4,491,3.983592766
287,800642,Green Restras,https://www.zomato.com/lucknow/green-restras-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/116 Vivek Khand, Near Neelkanth Sweets, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, South Indian, Fast Food",10 AM to 10:30 PM,450,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Breakfast', 'Lunch', 'Pure Veg', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",4,420,3.981352547
288,800192,Ritz Continental Corner,https://www.zomato.com/lucknow/ritz-continental-corner-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M-20, Gole Market, Mahanagar, Lucknow ",Lucknow,Mahanagar,"North Indian, Mithai, Continental, Asian, South Indian",11 AM to 11 PM (Mon-Sun),325,"['Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg', 'Desserts and Bakes', 'Table reservation required', 'Private Dining Area Available']",3.9,414,3.900590125
