Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Date1,Month,diff_pressure
2015-01-24,37.2,33.0,10.2,30.1,12.0,18.1,240.0,0.12,0.12,0.0,43.5,27.5,47.0,17.0,30.196,29.937,31.1,42.6,43.5,2015-01-24,01,0.25900000000000034
2015-01-25,42.0,40.0,19.0,30.1,13.0,19.4,237.0,0.12,0.12,0.0,47.4,35.5,48.0,29.0,30.121,29.967,24.2,34.5,47.4,2015-01-25,01,0.15399999999999991
2015-01-26,49.3,29.0,16.4,30.1,4.7,7.6,274.0,0.12,0.12,0.0,64.7,27.9,62.0,15.0,30.178,29.927,12.7,20.7,64.7,2015-01-26,01,0.2510000000000012
2015-01-27,46.5,33.0,14.4,30.0,6.0,8.9,252.0,0.12,0.12,0.0,64.2,25.7,66.0,12.0,30.212,29.763,19.6,28.8,64.2,2015-01-27,01,0.44899999999999807
2015-01-28,41.5,38.0,17.1,29.9,10.8,16.1,241.0,0.12,0.12,0.0,45.6,32.7,71.0,28.0,30.217,29.736,38.0,41.4,45.6,2015-01-28,01,0.4809999999999981
2015-01-29,31.4,71.0,22.5,30.4,1.9,3.6,77.0,0.12,0.12,0.0,42.6,23.9,84.0,44.0,30.47,30.217,8.1,11.5,42.6,2015-01-29,01,0.2530000000000001
2015-01-30,31.3,70.0,21.8,30.2,1.1,2.1,27.0,0.12,0.12,0.0,43.1,23.5,87.0,40.0,30.322,29.958,6.9,11.5,43.1,2015-01-30,01,0.36400000000000077
2015-01-31,30.6,76.0,23.3,29.9,2.1,3.6,11.0,0.14,0.14,0.0,43.2,23.2,90.0,37.0,29.961,29.696,20.7,28.8,43.2,2015-01-31,01,0.264999999999997
2015-02-01,24.2,57.0,8.7,30.1,5.6,8.9,260.0,0.09,0.23,0.0,32.7,12.6,89.0,21.0,30.238,29.955,24.2,33.4,32.7,2015-02-01,02,0.28300000000000125
2015-02-02,35.3,44.0,15.3,29.9,13.9,21.4,254.0,0.09,0.23,0.0,41.1,29.1,61.0,30.0,30.025,29.776,34.5,47.2,41.1,2015-02-02,02,0.24899999999999878
2015-02-03,40.4,45.0,20.1,29.8,15.4,23.4,254.0,0.09,0.23,0.0,46.3,33.5,73.0,29.0,29.88,29.713,29.9,46.0,46.3,2015-02-03,02,0.16699999999999804
2015-02-04,26.6,81.0,21.2,30.1,2.5,4.3,272.0,0.09,0.23,0.0,38.1,19.1,90.0,46.0,30.312,29.739,17.3,28.8,38.1,2015-02-04,02,0.5730000000000004
2015-02-05,44.5,28.0,12.1,30.0,11.2,16.7,232.0,0.24,0.38,0.0,52.5,35.8,46.0,16.0,30.213,29.877,27.6,42.6,52.5,2015-02-05,02,0.3360000000000021
2015-02-06,49.5,18.0,7.1,29.8,10.7,15.6,242.0,0.24,0.38,0.0,56.1,43.2,22.0,13.0,29.941,29.716,26.5,38.0,56.1,2015-02-06,02,0.22499999999999787
2015-02-07,49.5,21.0,9.8,29.7,12.2,17.8,246.0,0.24,0.38,0.0,57.0,43.3,35.0,12.0,29.874,29.58,36.8,40.3,57.0,2015-02-07,02,0.2940000000000005
2015-02-08,45.9,28.0,13.9,29.9,11.2,16.8,260.0,0.24,0.38,0.0,54.8,34.9,41.0,12.0,30.114,29.759,26.5,35.7,54.8,2015-02-08,02,0.3550000000000004
2015-02-09,45.7,33.0,17.3,29.9,7.3,10.9,248.0,0.24,0.38,0.0,55.9,28.1,57.0,23.0,30.095,29.742,23.0,35.7,55.9,2015-02-09,02,0.352999999999998
2015-02-10,36.9,55.0,20.1,30.0,5.5,8.4,260.0,0.29,0.43,0.0,48.5,23.8,90.0,23.0,30.239,29.77,23.0,34.5,48.5,2015-02-10,02,0.4690000000000012
2015-02-11,31.0,66.0,20.2,30.4,1.6,3.1,111.0,0.29,0.43,0.0,44.2,20.2,85.0,41.0,30.527,30.205,11.5,13.8,44.2,2015-02-11,02,0.32200000000000273
2015-02-12,40.1,35.0,11.0,30.2,9.8,14.2,257.0,0.29,0.43,0.0,51.6,18.8,86.0,15.0,30.399,30.03,26.5,38.0,51.6,2015-02-12,02,0.3689999999999998
2015-02-13,44.7,30.0,13.8,30.1,5.7,8.7,276.0,0.29,0.43,0.0,58.3,30.3,51.0,15.0,30.194,29.992,18.4,21.9,58.3,2015-02-13,02,0.20199999999999818
2015-02-14,48.0,22.0,8.9,30.0,7.2,10.7,246.0,0.29,0.43,0.0,60.5,26.9,45.0,10.0,30.158,29.739,19.6,26.5,60.5,2015-02-14,02,0.4190000000000005
2015-02-15,28.8,68.0,18.1,30.0,3.5,5.7,54.0,0.29,0.43,0.0,47.3,19.4,87.0,25.0,30.233,29.674,12.7,21.9,47.3,2015-02-15,02,0.559000000000001
2015-02-16,17.4,80.0,12.3,30.3,1.4,2.6,93.0,0.29,0.43,0.0,23.2,3.0,86.0,64.0,30.465,30.204,8.1,11.5,23.2,2015-02-16,02,0.26099999999999923
2015-02-17,18.9,49.0,0.8,30.3,5.2,9.0,289.0,0.45,0.59,0.0,30.1,0.9,79.0,26.0,30.465,30.008,21.9,34.5,30.1,2015-02-17,02,0.45700000000000074
2015-02-18,34.2,33.0,7.6,30.1,7.3,11.1,273.0,0.46,0.6,0.0,45.8,20.6,51.0,24.0,30.193,29.974,20.7,31.1,45.8,2015-02-18,02,0.2190000000000012
2015-02-19,43.8,27.0,11.7,29.8,14.7,22.5,264.0,0.46,0.6,0.0,52.0,38.3,36.0,19.0,29.975,29.644,28.8,42.6,52.0,2015-02-19,02,0.33100000000000307
2015-02-20,33.6,56.0,17.7,29.7,7.1,10.7,258.0,0.46,0.6,0.0,43.2,23.8,84.0,27.0,29.965,29.616,23.0,36.8,43.2,2015-02-20,02,0.3490000000000002
2015-02-21,19.2,82.0,14.7,30.1,2.8,4.7,76.0,0.52,0.66,0.0,26.6,5.8,87.0,75.0,30.451,29.916,13.8,19.6,26.6,2015-02-21,02,0.5350000000000001
2015-02-22,3.7,75.0,-2.4,30.6,2.2,3.8,82.0,0.52,0.66,0.0,6.5,0.5,79.0,72.0,30.768,30.451,6.9,11.5,6.5,2015-02-22,02,0.31700000000000017
2015-02-23,11.4,72.0,4.1,30.5,1.0,1.8,63.0,0.82,0.96,0.0,31.1,-3.3,82.0,54.0,30.754,30.292,6.9,11.5,31.1,2015-02-23,02,0.46199999999999974
2015-02-24,20.4,62.0,8.4,30.3,1.8,3.1,29.0,0.82,0.96,0.0,41.8,-1.2,80.0,31.0,30.587,29.814,15.0,24.2,41.8,2015-02-24,02,0.7729999999999997
2015-02-25,28.3,54.0,13.2,29.9,7.1,10.6,228.0,0.82,0.96,0.0,36.6,12.8,80.0,33.0,30.177,29.711,24.2,34.5,36.6,2015-02-25,02,0.4660000000000011
2015-02-26,8.8,74.0,2.1,30.3,2.8,4.9,79.0,0.82,0.96,0.0,17.3,2.4,82.0,63.0,30.464,30.172,11.5,16.1,17.3,2015-02-26,02,0.29199999999999804
2015-02-27,6.9,70.0,-0.9,30.3,1.7,2.8,52.0,0.89,1.03,0.0,22.2,-7.9,79.0,56.0,30.45,30.07,11.5,13.8,22.2,2015-02-27,02,0.379999999999999
2015-02-28,11.9,70.0,3.4,30.2,2.3,4.0,59.0,0.89,1.03,0.0,26.3,-2.0,81.0,45.0,30.352,30.123,10.4,13.8,26.3,2015-02-28,02,0.2289999999999992
2015-03-01,16.9,77.0,10.9,30.3,2.2,3.6,50.0,0.02,1.05,0.0,27.0,9.3,83.0,61.0,30.475,30.144,11.5,16.1,27.0,2015-03-01,03,0.33100000000000307
2015-03-02,33.3,66.0,21.4,29.8,4.1,6.2,262.0,0.16,1.19,0.0,48.9,17.0,87.0,31.0,30.287,29.409,24.2,36.8,48.9,2015-03-02,03,0.8780000000000001
2015-03-03,18.9,73.0,11.5,29.8,4.0,6.3,98.0,0.17,1.2,0.0,31.7,9.2,81.0,55.0,30.15,29.432,15.0,20.7,31.7,2015-03-03,03,0.718
2015-03-04,10.8,62.0,-1.3,30.4,5.2,8.4,282.0,0.17,1.2,0.0,17.2,0.1,80.0,23.0,30.49,30.112,19.6,34.5,17.2,2015-03-04,03,0.3780000000000001
2015-03-05,27.3,33.0,1.5,30.3,14.5,20.5,236.0,0.19,1.22,0.0,37.5,15.9,42.0,24.0,30.428,30.186,24.2,34.5,37.5,2015-03-05,03,0.24200000000000088
2015-03-06,36.3,30.0,7.1,30.2,7.8,12.1,257.0,0.19,1.22,0.0,46.5,26.0,51.0,20.0,30.354,30.148,20.7,34.5,46.5,2015-03-06,03,0.20599999999999952
2015-03-07,32.9,46.0,13.5,30.2,2.0,3.7,58.0,0.19,1.22,0.0,48.5,17.7,69.0,26.0,30.425,30.071,10.4,11.5,48.5,2015-03-07,03,0.3539999999999992
2015-03-08,31.4,57.0,17.6,30.1,1.6,3.0,74.0,0.19,1.22,0.0,43.9,19.1,81.0,35.0,30.318,30.052,6.9,11.5,43.9,2015-03-08,03,0.2660000000000018
2015-03-09,33.5,51.0,13.6,30.1,3.7,5.6,253.0,0.19,1.22,0.0,51.3,15.4,85.0,20.0,30.215,29.946,16.1,20.7,51.3,2015-03-09,03,0.26899999999999835
2015-03-10,39.3,38.0,13.9,30.0,2.3,4.0,166.0,0.19,1.22,0.0,54.9,25.8,68.0,17.0,30.188,29.845,11.5,13.8,54.9,2015-03-10,03,0.34299999999999997
2015-03-11,40.9,35.0,9.6,30.2,4.0,6.1,267.0,0.19,1.22,0.0,56.7,19.9,78.0,10.0,30.331,29.939,15.0,20.7,56.7,2015-03-11,03,0.39199999999999946
2015-03-12,46.6,28.0,12.6,30.0,5.1,7.8,256.0,0.19,1.22,0.0,55.9,36.6,68.0,15.0,30.175,29.914,12.7,19.6,55.9,2015-03-12,03,0.26099999999999923
2015-03-13,38.6,66.0,27.2,30.3,1.4,2.6,100.0,0.21,1.24,0.0,48.9,30.4,90.0,33.0,30.437,30.14,8.1,11.5,48.9,2015-03-13,03,0.2970000000000006
2015-03-14,41.0,47.0,16.8,30.3,5.1,7.4,246.0,0.21,1.24,0.0,58.9,18.9,87.0,15.0,30.518,29.953,17.3,26.5,58.9,2015-03-14,03,0.5650000000000013
2015-03-15,55.8,24.0,18.1,29.9,6.7,10.2,248.0,0.21,1.24,0.0,71.1,38.8,56.0,14.0,30.046,29.79,18.4,26.5,73.9,2015-03-15,03,0.2560000000000002
2015-03-16,55.4,30.0,19.3,29.8,8.1,12.2,267.0,0.21,1.24,0.0,69.4,35.2,70.0,10.0,30.038,29.657,18.4,28.8,72.0,2015-03-16,03,0.3810000000000002
2015-03-17,39.5,74.0,31.3,30.1,2.2,4.1,93.0,0.21,1.24,0.0,52.8,32.8,90.0,49.0,30.216,29.939,10.4,13.8,52.8,2015-03-17,03,0.277000000000001
2015-03-18,43.5,58.0,27.3,29.8,2.7,4.4,289.0,0.21,1.24,0.0,55.6,32.1,88.0,28.0,29.962,29.771,11.5,18.4,55.6,2015-03-18,03,0.19099999999999895
2015-03-19,34.5,81.0,29.1,30.0,2.4,3.9,51.0,0.24,1.27,0.0,41.9,23.3,90.0,67.0,30.284,29.783,10.4,12.7,41.9,2015-03-19,03,0.5009999999999977
2015-03-20,35.3,56.0,15.9,30.3,1.0,1.9,46.0,0.29,1.32,0.0,59.5,14.3,89.0,14.0,30.414,30.066,9.2,11.5,59.5,2015-03-20,03,0.34800000000000253
2015-03-21,41.7,40.0,13.0,30.0,2.6,4.2,270.0,0.29,1.32,0.0,63.4,21.4,78.0,9.0,30.365,29.861,17.3,27.6,63.4,2015-03-21,03,0.5039999999999978
2015-03-22,44.3,34.0,14.1,29.9,3.7,6.2,307.0,0.29,1.32,0.0,63.2,29.3,65.0,10.0,30.067,29.835,13.8,25.3,63.2,2015-03-22,03,0.23199999999999932
2015-03-23,40.9,56.0,22.9,29.8,5.9,8.9,241.0,0.29,1.32,0.0,56.2,27.0,87.0,18.0,29.972,29.64,25.3,34.5,56.2,2015-03-23,03,0.33200000000000074
2015-03-24,38.1,42.0,15.7,29.8,13.1,20.3,258.0,0.29,1.32,0.0,45.5,30.6,86.0,20.0,29.915,29.64,28.8,41.4,45.5,2015-03-24,03,0.2749999999999986
2015-03-25,32.4,67.0,22.0,30.1,3.2,5.3,319.0,0.33,1.36,0.0,39.1,24.2,88.0,31.0,30.301,29.842,18.4,25.3,39.1,2015-03-25,03,0.45899999999999963
2015-03-26,40.6,36.0,15.3,30.1,8.5,12.9,243.0,0.33,1.36,0.0,51.7,30.0,47.0,26.0,30.259,30.02,20.7,31.1,51.7,2015-03-26,03,0.23900000000000077
2015-03-27,49.1,38.0,23.8,30.0,7.9,11.7,237.0,0.33,1.36,0.0,62.1,37.9,59.0,22.0,30.052,29.867,23.0,32.2,62.1,2015-03-27,03,0.18499999999999872
2015-03-28,54.6,29.0,21.0,29.8,9.7,14.9,252.0,0.33,1.36,0.0,65.5,35.6,65.0,13.0,30.029,29.638,31.1,42.6,65.5,2015-03-28,03,0.39099999999999824
2015-03-29,47.3,29.0,15.4,30.0,5.2,8.4,253.0,0.33,1.36,0.0,57.6,30.3,63.0,14.0,30.076,29.759,18.4,29.9,57.6,2015-03-29,03,0.31700000000000017
2015-03-30,50.8,22.0,9.2,29.9,6.0,9.8,275.0,0.33,1.36,0.0,64.3,28.8,66.0,9.0,30.082,29.82,17.3,29.9,64.3,2015-03-30,03,0.26200000000000045
2015-03-31,47.6,31.0,13.3,29.9,4.3,6.8,273.0,0.33,1.36,0.0,68.3,24.5,63.0,10.0,30.061,29.576,20.7,28.8,70.7,2015-03-31,03,0.48499999999999943
2015-04-01,49.5,30.0,18.2,29.5,6.1,9.4,240.0,0.0,1.36,0.0,59.2,35.2,56.0,19.0,29.718,29.382,26.5,42.6,59.2,2015-04-01,04,0.3359999999999985
2015-04-02,28.9,77.0,22.4,29.9,3.5,5.8,78.0,0.0,1.36,0.0,35.2,21.3,90.0,56.0,30.245,29.712,10.4,13.8,35.2,2015-04-02,04,0.5330000000000013
2015-04-03,26.0,76.0,18.9,30.4,2.4,4.3,236.0,0.24,1.6,0.0,37.9,16.2,88.0,32.0,30.453,30.239,16.1,25.3,37.9,2015-04-03,04,0.21399999999999864
2015-04-04,36.5,39.0,8.6,30.1,6.7,9.9,239.0,0.24,1.6,0.0,55.1,14.6,86.0,9.0,30.392,29.765,23.0,29.9,55.1,2015-04-04,04,0.6269999999999989
2015-04-05,44.9,26.0,6.7,29.7,6.9,10.3,244.0,0.24,1.6,0.0,60.8,23.9,62.0,8.0,29.883,29.428,23.0,33.4,60.8,2015-04-05,04,0.4549999999999983
2015-04-06,52.9,13.0,2.1,29.5,8.9,13.2,240.0,0.24,1.6,0.0,62.7,41.1,21.0,6.0,29.599,29.388,21.9,32.2,62.7,2015-04-06,04,0.21099999999999852
2015-04-07,45.7,39.0,18.3,29.6,4.7,8.1,9.0,0.24,1.6,0.0,56.6,32.5,78.0,10.0,29.753,29.509,20.7,32.2,56.6,2015-04-07,04,0.24399999999999977
2015-04-08,40.7,58.0,26.2,29.6,4.0,6.7,252.0,0.24,1.6,0.0,48.9,34.4,86.0,25.0,29.699,29.431,20.7,32.2,48.9,2015-04-08,04,0.2680000000000007
2015-04-09,36.9,48.0,18.3,29.9,4.6,7.6,256.0,0.24,1.6,0.0,48.0,27.2,69.0,27.0,30.139,29.65,13.8,25.3,48.0,2015-04-09,04,0.48900000000000077
2015-04-10,36.3,56.0,19.6,30.1,2.5,4.3,224.0,0.24,1.6,0.0,54.6,19.2,86.0,16.0,30.231,29.932,17.3,24.2,54.6,2015-04-10,04,0.29900000000000304
2015-04-11,39.5,46.0,14.1,29.9,3.0,4.7,257.0,0.24,1.6,0.0,60.2,21.1,84.0,11.0,30.077,29.663,20.7,27.6,60.2,2015-04-11,04,0.4140000000000015
2015-04-12,45.7,22.0,6.9,29.7,7.3,11.7,267.0,0.24,1.6,0.0,55.2,30.9,47.0,10.0,29.983,29.486,23.0,34.5,55.2,2015-04-12,04,0.4969999999999999
2015-04-13,43.8,34.0,14.7,30.0,4.0,6.6,101.0,0.24,1.6,0.0,59.2,24.4,65.0,14.0,30.169,29.901,16.1,19.6,59.2,2015-04-13,04,0.2680000000000007
2015-04-14,46.3,37.0,15.5,29.8,3.8,6.2,243.0,0.24,1.6,0.0,66.0,23.8,74.0,8.0,30.059,29.463,19.6,27.6,66.0,2015-04-14,04,0.5960000000000001
2015-04-15,39.4,59.0,25.2,29.6,4.8,7.7,351.0,0.29,1.65,0.0,49.6,30.7,84.0,30.0,29.938,29.358,18.4,27.6,49.6,2015-04-15,04,0.5799999999999983
2015-04-16,31.4,87.0,28.0,30.1,1.0,2.0,114.0,0.6,1.96,0.0,33.0,29.1,94.0,74.0,30.198,29.92,10.4,11.5,33.0,2015-04-16,04,0.2779999999999987
2015-04-17,33.7,92.0,31.5,30.0,0.8,1.3,130.0,1.07,2.43,0.0,41.8,30.3,96.0,73.0,30.125,29.889,9.2,18.4,41.8,2015-04-17,04,0.23600000000000065
2015-04-18,32.6,79.0,26.5,29.9,1.1,2.0,20.0,1.47,2.83,0.0,44.0,23.2,91.0,48.0,30.049,29.806,8.1,11.5,44.0,2015-04-18,04,0.24299999999999855
2015-04-19,34.7,65.0,22.3,30.0,2.1,3.8,305.0,1.62,2.98,0.0,48.5,26.1,92.0,28.0,30.193,29.963,11.5,18.4,48.5,2015-04-19,04,0.23000000000000043
2015-04-20,35.0,64.0,22.6,29.9,3.0,5.1,334.0,1.64,3.0,0.0,47.2,24.2,86.0,27.0,30.019,29.826,21.9,29.9,47.2,2015-04-20,04,0.19299999999999784
2015-04-21,40.0,58.0,23.4,29.9,2.8,4.7,306.0,1.65,3.01,0.0,58.5,23.9,89.0,21.0,29.991,29.775,17.3,28.8,58.5,2015-04-21,04,0.21600000000000108
2015-04-22,41.1,62.0,27.3,29.8,2.2,3.6,278.0,1.65,3.01,0.0,60.4,25.3,89.0,18.0,29.946,29.677,19.6,27.6,60.4,2015-04-22,04,0.2690000000000019
2015-04-23,48.3,44.0,25.7,29.7,5.0,7.5,265.0,1.66,3.02,0.0,61.0,38.3,79.0,14.0,29.784,29.529,20.7,28.8,61.0,2015-04-23,04,0.254999999999999
2015-04-24,44.1,51.0,26.2,29.5,6.4,9.6,256.0,1.69,3.05,0.0,54.5,35.8,84.0,29.0,29.627,29.472,18.4,28.8,54.5,2015-04-24,04,0.15499999999999758
2015-04-25,45.5,52.0,27.4,29.6,7.1,11.0,254.0,1.77,3.13,0.0,56.0,38.2,88.0,26.0,29.642,29.492,19.6,29.9,56.0,2015-04-25,04,0.14999999999999858
2015-04-26,36.7,89.0,33.6,29.8,1.7,3.3,77.0,2.11,3.47,0.0,41.1,34.4,92.0,81.0,30.039,29.566,9.2,12.7,41.1,2015-04-26,04,0.47300000000000253
2015-04-27,36.4,84.0,31.9,30.2,2.5,4.6,76.0,2.11,3.47,0.0,42.7,32.8,92.0,69.0,30.319,30.034,11.5,13.8,42.7,2015-04-27,04,0.28500000000000014
2015-04-28,40.9,73.0,32.4,30.2,1.4,2.7,58.0,2.11,3.47,0.0,52.0,33.1,88.0,55.0,30.29,30.022,6.9,11.5,52.0,2015-04-28,04,0.2680000000000007
2015-04-29,49.7,50.0,26.9,29.9,3.9,6.2,267.0,2.12,3.48,0.0,69.8,27.3,92.0,14.0,30.138,29.672,18.4,25.3,75.8,2015-04-29,04,0.4660000000000011
2015-04-30,53.4,46.0,28.8,29.8,3.6,5.9,305.0,2.16,3.52,0.0,69.6,36.3,88.0,13.0,29.854,29.7,18.4,26.5,73.5,2015-04-30,04,0.15399999999999991
2015-05-15,45.1,51.0,27.8,29.6,6.2,8.9,269.0,0.27,3.79,0.0,49.1,41.5,64.0,41.0,29.704,29.592,15.0,20.7,49.1,2015-05-15,05,0.11200000000000188
2015-05-16,42.1,57.0,27.0,29.6,3.9,6.0,292.0,0.29,3.81,0.0,54.4,29.0,82.0,27.0,29.764,29.44,17.3,25.3,54.4,2015-05-16,05,0.32399999999999807
2015-05-17,46.3,53.0,28.7,29.8,4.3,7.0,285.0,0.29,3.81,0.0,59.5,35.0,83.0,24.0,30.013,29.172,16.1,24.2,59.5,2015-05-17,05,0.8410000000000011
2015-05-18,40.6,84.0,35.9,30.1,2.2,4.3,101.0,0.47,3.99,0.0,45.4,37.8,91.0,69.0,30.219,29.997,10.4,12.7,45.4,2015-05-18,05,0.2220000000000013
2015-05-19,35.7,91.0,33.2,30.1,1.2,2.3,55.0,1.19,4.71,0.0,40.5,32.5,93.0,87.0,30.122,29.969,10.4,16.1,40.5,2015-05-19,05,0.1529999999999987
2015-05-20,35.5,88.0,32.4,30.2,2.2,4.1,83.0,1.35,4.87,0.0,45.7,30.4,93.0,70.0,30.234,30.074,11.5,17.3,45.7,2015-05-20,05,0.16000000000000014
2015-05-21,42.6,79.0,36.2,30.0,2.3,4.2,71.0,1.35,4.87,0.0,55.1,34.4,93.0,56.0,30.192,29.858,11.5,17.3,55.1,2015-05-21,05,0.33399999999999963
2015-05-22,43.2,85.0,39.0,29.8,2.5,4.5,85.0,1.53,5.05,0.0,51.3,40.3,92.0,67.0,29.938,29.749,11.5,17.3,51.3,2015-05-22,05,0.18900000000000006
2015-05-23,42.9,80.0,36.9,29.8,2.3,4.1,341.0,1.64,5.16,0.0,52.8,36.2,92.0,55.0,29.924,29.731,17.3,26.5,52.8,2015-05-23,05,0.19299999999999784
2015-05-24,41.7,72.0,32.4,29.8,2.6,4.5,89.0,1.66,5.18,0.0,53.5,28.4,93.0,35.0,29.914,29.69,13.8,19.6,53.5,2015-05-24,05,0.2240000000000002
2015-05-25,44.1,71.0,33.3,29.8,3.3,5.4,315.0,1.8,5.32,0.0,61.0,31.3,92.0,24.0,29.944,29.689,15.0,21.9,61.0,2015-05-25,05,0.254999999999999
2015-05-26,47.8,66.0,35.1,29.9,3.9,6.0,286.0,1.83,5.35,0.0,60.6,33.8,96.0,32.0,29.997,29.796,21.9,26.5,60.6,2015-05-26,05,0.2010000000000005
2015-05-27,53.2,52.0,34.6,29.8,4.4,6.9,290.0,1.83,5.35,0.0,66.4,39.3,80.0,27.0,29.913,29.729,16.1,25.3,66.4,2015-05-27,05,0.18400000000000105
2015-05-28,51.8,51.0,33.3,29.8,5.6,8.7,291.0,1.83,5.35,0.0,64.5,41.5,75.0,27.0,29.919,29.741,18.4,26.5,64.5,2015-05-28,05,0.17800000000000082
2015-05-29,47.9,62.0,34.8,30.0,3.3,5.6,52.0,1.89,5.41,0.0,55.4,41.1,89.0,35.0,30.128,29.837,16.1,24.2,55.4,2015-05-29,05,0.29100000000000037
2015-05-30,51.0,66.0,39.2,30.0,2.4,4.5,102.0,1.89,5.41,0.0,63.2,34.9,91.0,38.0,30.2,29.897,16.1,19.6,63.2,2015-05-30,05,0.3030000000000008
2015-05-31,59.8,49.0,36.7,29.8,5.4,8.8,317.0,1.89,5.41,0.0,78.8,41.2,89.0,15.0,29.94,29.64,19.6,32.2,77.6,2015-05-31,05,0.3000000000000007
2015-06-01,59.4,48.0,37.3,29.8,2.5,4.4,313.0,0.06,6.92,0.0,77.2,42.3,80.0,20.0,29.852,29.621,16.1,24.2,77.3,2015-06-01,06,0.23100000000000165
2015-06-02,60.4,40.0,29.6,29.7,5.2,7.7,286.0,0.06,6.92,0.0,76.1,39.1,86.0,12.0,29.794,29.513,19.6,27.6,75.9,2015-06-02,06,0.2809999999999988
2015-06-03,55.6,57.0,40.0,29.7,2.7,5.0,92.0,0.1,6.96,0.0,69.0,38.5,89.0,30.0,29.779,29.58,11.5,17.3,77.5,2015-06-03,06,0.19900000000000162
2015-06-04,58.8,58.0,40.2,29.7,2.8,5.0,100.0,0.1,6.96,0.0,75.4,42.2,92.0,11.0,29.792,29.641,13.8,26.5,77.5,2015-06-04,06,0.15100000000000335
2015-06-05,53.8,73.0,45.0,29.8,1.9,3.5,91.0,0.24,7.1,0.0,63.2,40.6,89.0,53.0,29.959,29.719,19.6,27.6,63.2,2015-06-05,06,0.23999999999999844
2015-06-06,56.4,61.0,41.8,29.7,2.7,4.7,50.0,0.24,7.1,0.0,68.4,39.5,91.0,30.0,29.836,29.65,12.7,19.6,77.4,2015-06-06,06,0.18599999999999994
2015-06-07,55.7,56.0,38.7,29.8,3.5,5.9,347.0,0.24,7.1,0.0,67.6,41.1,86.0,24.0,29.952,29.695,16.1,20.7,67.6,2015-06-07,06,0.25700000000000145
2015-06-08,57.2,59.0,41.0,29.9,1.7,3.4,123.0,0.24,7.1,0.0,72.7,37.3,93.0,26.0,30.072,29.781,11.5,18.4,77.4,2015-06-08,06,0.29100000000000037
2015-06-09,61.1,51.0,38.8,29.8,2.1,3.8,244.0,0.24,7.1,0.0,79.6,40.8,89.0,13.0,29.938,29.607,19.6,28.8,78.6,2015-06-09,06,0.3309999999999995
2015-06-10,57.1,69.0,46.7,29.6,1.5,2.7,3.0,0.27,7.13,0.0,65.8,49.4,88.0,45.0,29.663,29.502,9.2,12.7,65.8,2015-06-10,06,0.16100000000000136
2015-06-11,53.3,80.0,47.0,29.7,2.1,3.7,66.0,0.53,7.39,0.0,64.7,47.4,92.0,48.0,29.79,29.574,11.5,16.1,64.7,2015-06-11,06,0.21599999999999753
2015-06-12,56.7,75.0,48.2,29.7,1.7,3.4,90.0,0.55,7.4,0.0,66.9,47.4,94.0,49.0,29.809,29.606,9.2,16.1,66.9,2015-06-12,06,0.2029999999999994
2015-06-13,56.6,64.0,42.0,29.7,2.8,4.6,289.0,0.77,7.62,0.0,78.3,41.2,94.0,21.0,29.803,29.554,12.7,19.6,78.3,2015-06-13,06,0.24900000000000233
2015-06-14,56.5,63.0,41.8,29.8,2.2,3.7,16.0,0.86,7.71,0.0,72.7,42.8,90.0,20.0,29.875,29.622,15.0,19.6,77.1,2015-06-14,06,0.2530000000000001
2015-06-15,53.0,81.0,47.2,29.9,2.1,3.9,85.0,0.93,7.78,0.0,64.2,43.6,93.0,58.0,30.014,29.815,11.5,18.4,64.2,2015-06-15,06,0.19899999999999807
2015-06-16,55.6,74.0,46.5,29.9,2.4,4.0,284.0,1.03,7.88,0.0,73.0,45.8,92.0,36.0,29.981,29.744,19.6,26.5,77.4,2015-06-16,06,0.23700000000000188
2015-06-17,59.8,67.0,47.4,29.8,2.6,4.4,46.0,1.03,7.88,0.0,76.8,42.6,93.0,26.0,29.978,29.708,11.5,17.3,77.9,2015-06-17,06,0.2700000000000031
2015-06-18,60.5,67.0,48.8,29.8,2.8,5.0,78.0,1.03,7.88,0.0,73.2,41.8,92.0,41.0,29.921,29.731,12.7,16.1,77.2,2015-06-18,06,0.18999999999999773
2015-06-19,67.3,45.0,37.3,29.7,3.5,5.7,277.0,1.03,7.88,0.0,84.7,44.6,92.0,12.0,29.842,29.452,15.0,20.7,81.6,2015-06-19,06,0.389999999999997
2015-06-20,64.5,47.0,43.0,29.6,2.8,5.0,75.0,1.03,7.88,0.0,79.2,48.2,76.0,25.0,29.72,29.562,15.0,18.4,79.1,2015-06-20,06,0.1579999999999977
2015-06-21,67.4,40.0,34.7,29.6,5.1,8.0,280.0,1.03,7.88,0.0,86.1,44.3,85.0,10.0,29.786,29.467,21.9,31.1,82.7,2015-06-21,06,0.3190000000000026
2015-06-22,64.5,41.0,38.7,29.7,4.0,6.8,82.0,1.03,7.88,0.0,77.6,54.7,73.0,14.0,29.889,29.491,13.8,19.6,77.5,2015-06-22,06,0.3979999999999997
