"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"82","2009","5","Karnataka","Kodagu","19661.0","36.9","119.41","109.84","12556.0","23.5","76.26","70.15","21108.0","39.6","128.2","117.92","53325.0","323.87","297.91"
"82","2010","5","Karnataka","Kodagu","21604.0","41.4","127.44","117.06","15503.0","29.7","91.45","84.0","15030.0","28.8","88.66","81.44","52137.0","307.56","282.49"
"82","2011","5","Karnataka","Kodagu","20817.0","36.7","122.51","111.99","19071.0","33.7","112.24","102.6","16785.0","29.6","98.78","90.3","56673.0","333.53","304.89"
"82","2012","5","Karnataka","Kodagu","14257.0","41.9","85.59","78.05","7733.0","22.7","46.42","42.33","12043.0","35.4","72.3","65.93","34033.0","204.32","186.31"
"82","2013","5","Karnataka","Kodagu","18302.0","43.6","109.76","100.43","11060.0","26.3","66.33","60.69","12656.0","30.1","75.9","69.45","42018.0","252.0","230.58"
"82","2014","5","Karnataka","Kodagu","19627.0","43.3","117.33","102.96","11158.0","24.6","66.7","58.54","14582.0","32.1","87.17","76.5","45367.0","271.2","238.0"
"82","2015","5","Karnataka","Kodagu","22217.0","41.9","134.6","117.68","13246.0","25.0","80.25","70.16","17542.0","33.1","106.28","92.92","53005.0","321.13","280.76"
"82","2016","5","Karnataka","Kodagu","17517.0","42.8","105.81","92.54","11768.0","28.7","71.08","62.17","11662.0","28.5","70.44","61.61","40947.0","247.33","216.32"
"82","2017","5","Karnataka","Kodagu","19657.0","43.5","119.22","104.22","11983.0","26.5","72.68","63.53","13550.0","30.0","82.18","71.84","45190.0","274.08","239.6"
"549","2000","5","Karnataka","Bangalore(Rural)","17987.0","42.9","60.36","55.34","15891.0","37.9","53.33","48.9","8050.0","19.2","27.01","24.77","41928.0","140.7","129.01"
"549","2001","5","Karnataka","Bangalore(Rural)","16546.0","37.4","56.08","49.81","15486.0","35.0","52.49","46.62","12220.0","27.6","41.42","36.79","44252.0","149.99","133.21"
"549","2002","5","Karnataka","Bangalore(Rural)","11980.0","39.0","44.82","43.68","7306.0","23.8","27.33","26.64","11447.0","37.2","42.82","41.74","30733.0","114.97","112.07"
"549","2003","5","Karnataka","Bangalore(Rural)","18313.0","48.4","59.77","57.99","7165.0","18.9","23.38","22.69","12357.0","32.7","40.33","39.13","37835.0","123.48","119.81"
"549","2004","5","Karnataka","Bangalore(Rural)","21249.0","34.4","66.78","65.1","20437.0","33.1","64.22","62.61","20049.0","32.5","63.01","61.42","61735.0","194.01","189.14"
"549","2005","5","Karnataka","Bangalore(Rural)","24544.0","39.9","77.62","74.98","18664.0","30.3","59.02","57.02","18339.0","29.8","57.99","56.02","61547.0","194.63","188.02"
"549","2006","5","Karnataka","Bangalore(Rural)","17978.0","51.4","73.99","71.41","9600.0","27.4","39.51","38.13","7417.0","21.2","30.52","29.46","34995.0","144.02","139.01"
"549","2007","5","Karnataka","Bangalore(Rural)","17646.0","51.0","169.92","131.61","8928.0","25.8","85.97","66.59","8032.0","23.2","77.34","59.9","34606.0","333.23","258.1"
"549","2008","5","Karnataka","Bangalore(Rural)","13105.0","41.5","105.9","101.18","10601.0","33.5","85.66","81.85","7895.0","25.0","63.8","60.96","31601.0","255.36","243.99"
"549","2009","5","Karnataka","Bangalore(Rural)","10438.0","39.6","83.53","79.97","9469.0","35.9","75.78","72.55","6475.0","24.5","51.82","49.61","26382.0","211.12","202.13"
"549","2010","5","Karnataka","Bangalore(Rural)","10272.0","43.8","82.09","78.35","8401.0","35.8","67.14","64.08","4765.0","20.3","38.08","36.35","23438.0","187.31","178.78"
"549","2011","5","Karnataka","Bangalore(Rural)","9957.0","43.0","79.17","76.23","9312.0","40.2","74.04","71.29","3869.0","16.7","30.76","29.62","23138.0","183.97","177.14"
"549","2012","5","Karnataka","Bangalore(Rural)","9392.0","51.4","78.28","76.38","5236.0","28.7","43.64","42.58","3643.0","19.9","30.36","29.63","18271.0","152.28","148.59"
"549","2013","5","Karnataka","Bangalore(Rural)","10316.0","48.6","88.89","86.26","7384.0","34.8","63.62","61.74","3530.0","16.6","30.42","29.52","21230.0","182.92","177.52"
"549","2014","5","Karnataka","Bangalore(Rural)","8264.0","49.6","76.45","73.87","5810.0","34.9","53.75","51.94","2594.0","15.6","24.0","23.19","16668.0","154.19","148.99"
"549","2015","5","Karnataka","Bangalore(Rural)","10778.0","52.3","96.05","92.16","7047.0","34.2","62.8","60.26","2764.0","13.4","24.63","23.63","20589.0","183.49","176.05"
"549","2016","5","Karnataka","Bangalore(Rural)","9820.0","51.0","94.15","91.29","7757.0","40.3","74.37","72.12","1683.0","8.7","16.14","15.65","19260.0","184.66","179.06"
"549","2017","5","Karnataka","Bangalore(Rural)","10231.0","52.8","101.84","99.05","7235.0","37.3","72.02","70.04","1913.0","9.9","19.04","18.52","19379.0","192.91","187.62"
"550","2000","5","Karnataka","Bangalore(Urban)","20842.0","59.3","242.35","219.39","8069.0","23.0","93.83","84.94","6214.0","17.7","72.26","65.41","35125.0","408.43","369.74"
"550","2001","5","Karnataka","Bangalore(Urban)","20278.0","58.7","247.81","229.1","8351.0","24.2","102.05","94.35","5939.0","17.2","72.58","67.1","34568.0","422.44","390.55"
"550","2002","5","Karnataka","Bangalore(Urban)","20981.0","52.1","321.5","284.64","10690.0","26.5","163.81","145.03","8632.0","21.4","132.27","117.11","40303.0","617.58","546.78"
"550","2003","5","Karnataka","Bangalore(Urban)","9799.0","31.0","133.57","116.65","5889.0","18.6","80.28","70.11","15932.0","50.4","217.18","189.67","31620.0","431.03","376.43"
"550","2004","5","Karnataka","Bangalore(Urban)","24727.0","51.5","325.74","308.51","10979.0","22.9","144.63","136.98","12280.0","25.6","161.77","153.21","47986.0","632.14","598.7"
"550","2005","5","Karnataka","Bangalore(Urban)","20091.0","49.6","272.98","264.7","9420.0","23.3","127.99","124.11","11003.0","27.2","149.5","144.97","40514.0","550.46","533.78"
"550","2006","5","Karnataka","Bangalore(Urban)","19211.0","49.8","354.05","342.26","8857.0","23.0","163.23","157.79","10493.0","27.2","193.38","186.94","38561.0","710.67","686.99"
"550","2007","5","Karnataka","Bangalore(Urban)","17183.0","52.6","291.83","282.57","8066.0","24.7","136.99","132.64","7429.0","22.7","126.17","122.17","32678.0","554.99","537.38"
"550","2008","5","Karnataka","Bangalore(Urban)","18623.0","44.2","342.65","330.2","9276.0","22.0","170.67","164.47","14191.0","33.7","261.1","251.61","42090.0","774.43","746.28"
"550","2009","5","Karnataka","Bangalore(Urban)","19416.0","48.6","367.17","355.47","12342.0","30.9","233.4","225.96","8229.0","20.6","155.62","150.66","39987.0","756.18","732.09"
"550","2010","5","Karnataka","Bangalore(Urban)","18263.0","47.6","362.58","349.73","14270.0","37.2","283.3","273.27","5795.0","15.1","115.05","110.97","38328.0","760.93","733.97"
"550","2011","5","Karnataka","Bangalore(Urban)","24039.0","51.3","467.41","448.57","15488.0","33.0","301.15","289.01","7339.0","15.7","142.7","136.95","46866.0","911.26","874.53"
"550","2012","5","Karnataka","Bangalore(Urban)","19164.0","58.1","402.18","353.78","9790.0","29.7","205.46","180.73","4057.0","12.3","85.14","74.89","33011.0","692.78","609.4"
"550","2013","5","Karnataka","Bangalore(Urban)","22832.0","55.5","507.49","447.16","14071.0","34.2","312.76","275.58","4211.0","10.2","93.6","82.47","41114.0","913.85","805.21"
"550","2014","5","Karnataka","Bangalore(Urban)","23890.0","54.5","576.77","526.44","14442.0","33.0","348.67","318.25","5466.0","12.5","131.97","120.45","43798.0","1057.41","965.14"
"550","2015","5","Karnataka","Bangalore(Urban)","17093.0","58.3","460.11","414.78","8621.0","29.4","232.06","209.2","3583.0","12.2","96.45","86.94","29297.0","788.61","710.92"
"550","2016","5","Karnataka","Bangalore(Urban)","13519.0","58.0","392.71","363.67","7415.0","31.8","215.4","199.47","2376.0","10.2","69.02","63.92","23310.0","677.12","627.05"
"550","2017","5","Karnataka","Bangalore(Urban)","13522.0","58.5","408.69","372.76","6878.0","29.8","207.88","189.61","2701.0","11.7","81.64","74.46","23101.0","698.21","636.83"
"1010","2000","5","Karnataka","Bagalkote","26313.0","60.0","58.73","51.29","10557.0","24.1","23.56","20.58","7013.0","16.0","15.65","13.67","43883.0","97.95","85.54"
"1010","2001","5","Karnataka","Bagalkote","29381.0","57.8","67.37","61.84","13033.0","25.7","29.88","27.43","8386.0","16.5","19.23","17.65","50800.0","116.48","106.93"
"1010","2002","5","Karnataka","Bagalkote","26331.0","60.2","60.57","55.11","9886.0","22.6","22.74","20.69","7537.0","17.2","17.34","15.78","43754.0","100.64","91.58"
"1010","2003","5","Karnataka","Bagalkote","21608.0","60.5","54.4","51.17","8199.0","23.0","20.64","19.42","5891.0","16.5","14.83","13.95","35698.0","89.87","84.53"
"1010","2004","5","Karnataka","Bagalkote","31195.0","57.5","66.4","54.57","13071.0","24.1","27.82","22.87","10025.0","18.5","21.34","17.54","54291.0","115.57","94.98"
"1010","2005","5","Karnataka","Bagalkote","29943.0","52.8","64.06","51.54","13296.0","23.4","28.45","22.89","13467.0","23.7","28.81","23.18","56706.0","121.32","97.61"
"1010","2006","5","Karnataka","Bagalkote","33699.0","54.7","73.28","61.51","15444.0","25.1","33.59","28.19","12486.0","20.3","27.15","22.79","61629.0","134.02","112.49"
"1010","2007","5","Karnataka","Bagalkote","32318.0","57.3","69.01","53.83","12259.0","21.7","26.18","20.42","11846.0","21.0","25.3","19.73","56423.0","120.49","93.97"
"1010","2008","5","Karnataka","Bagalkote","40393.0","50.8","88.71","71.21","20963.0","26.4","46.04","36.95","18103.0","22.8","39.76","31.91","79459.0","174.5","140.08"
"1010","2009","5","Karnataka","Bagalkote","42476.0","49.3","91.06","70.75","22032.0","25.5","47.23","36.7","21730.0","25.2","46.58","36.2","86238.0","184.87","143.65"
"1010","2010","5","Karnataka","Bagalkote","45244.0","51.2","95.78","74.33","24152.0","27.3","51.13","39.68","19005.0","21.5","40.23","31.22","88401.0","187.14","145.22"
"1010","2011","5","Karnataka","Bagalkote","52897.0","53.8","110.76","85.83","30127.0","30.7","63.08","48.88","15225.0","15.5","31.88","24.7","98249.0","205.72","159.42"
"1010","2012","5","Karnataka","Bagalkote","44906.0","58.5","101.19","88.39","17072.0","22.2","38.47","33.6","14768.0","19.2","33.28","29.07","76746.0","172.93","151.05"
"1010","2013","5","Karnataka","Bagalkote","46249.0","59.1","98.95","78.56","18564.0","23.7","39.72","31.53","13480.0","17.2","28.84","22.9","78293.0","167.51","133.0"
"1010","2014","5","Karnataka","Bagalkote","42245.0","54.2","89.91","74.19","18760.0","24.1","39.93","32.94","16992.0","21.8","36.16","29.84","77997.0","166.0","136.97"
"1010","2015","5","Karnataka","Bagalkote","44110.0","59.8","97.59","80.16","18493.0","25.1","40.91","33.61","11144.0","15.1","24.66","20.25","73747.0","163.16","134.01"
"1010","2016","5","Karnataka","Bagalkote","45559.0","53.7","97.17","75.34","23326.0","27.5","49.75","38.57","15928.0","18.8","33.97","26.34","84813.0","180.9","140.25"
"1010","2017","5","Karnataka","Bagalkote","46131.0","55.5","98.57","75.66","20875.0","25.1","44.61","34.24","16159.0","19.4","34.53","26.5","83165.0","177.71","136.4"
"1011","2000","5","Karnataka","Chamaraja Nagar","8798.0","52.4","54.99","46.55","3872.0","23.0","24.2","20.49","4129.0","24.6","25.81","21.85","16799.0","104.99","88.88"
"1011","2001","5","Karnataka","Chamaraja Nagar","8791.0","51.4","57.36","43.16","3903.0","22.8","25.47","19.16","4424.0","25.8","28.87","21.72","17118.0","111.69","84.04"
"1011","2002","5","Karnataka","Chamaraja Nagar","8581.0","53.4","54.43","43.49","3493.0","21.7","22.16","17.7","3998.0","24.9","25.36","20.26","16072.0","101.94","81.46"
"1011","2003","5","Karnataka","Chamaraja Nagar","8092.0","55.7","52.45","44.46","3343.0","23.0","21.67","18.37","3101.0","21.3","20.1","17.04","14536.0","94.22","79.87"
"1011","2004","5","Karnataka","Chamaraja Nagar","9413.0","50.7","53.53","43.92","4140.0","22.3","23.55","19.32","5025.0","27.0","28.58","23.44","18578.0","105.66","86.68"
"1011","2005","5","Karnataka","Chamaraja Nagar","10607.0","40.8","59.93","48.96","5005.0","19.3","28.28","23.1","10373.0","39.9","58.61","47.88","25985.0","146.82","119.95"
"1011","2006","5","Karnataka","Chamaraja Nagar","12781.0","50.0","72.48","63.38","5298.0","20.7","30.05","26.27","7489.0","29.3","42.47","37.14","25568.0","145.0","126.79"
"1011","2007","5","Karnataka","Chamaraja Nagar","10911.0","48.1","58.64","49.9","4529.0","20.0","24.34","20.71","7249.0","31.9","38.96","33.15","22689.0","121.94","103.76"
"1011","2008","5","Karnataka","Chamaraja Nagar","15536.0","42.0","80.98","67.39","9014.0","24.4","46.99","39.1","12456.0","33.7","64.93","54.03","37006.0","192.9","160.52"
"1011","2009","5","Karnataka","Chamaraja Nagar","15283.0","43.1","81.89","67.84","8741.0","24.7","46.84","38.8","11431.0","32.2","61.25","50.74","35455.0","189.98","157.37"
"1011","2010","5","Karnataka","Chamaraja Nagar","16382.0","43.9","86.74","72.66","10322.0","27.7","54.65","45.78","10582.0","28.4","56.03","46.94","37286.0","197.42","165.38"
"1011","2011","5","Karnataka","Chamaraja Nagar","15632.0","46.1","84.77","70.29","10262.0","30.3","55.65","46.14","7999.0","23.6","43.38","35.97","33893.0","183.8","152.4"
"1011","2012","5","Karnataka","Chamaraja Nagar","13783.0","57.9","74.42","59.34","5000.0","21.0","27.0","21.52","5006.0","21.0","27.03","21.55","23789.0","128.44","102.41"
"1011","2013","5","Karnataka","Chamaraja Nagar","12954.0","53.4","80.24","68.61","5046.0","20.8","31.25","26.73","6262.0","25.8","38.79","33.17","24262.0","150.28","128.5"
"1011","2014","5","Karnataka","Chamaraja Nagar","12960.0","52.8","84.46","67.85","5872.0","23.9","38.27","30.74","5706.0","23.3","37.19","29.87","24538.0","159.92","128.46"
"1011","2015","5","Karnataka","Chamaraja Nagar","14741.0","53.8","91.52","75.72","6741.0","24.6","41.85","34.62","5900.0","21.5","36.63","30.3","27382.0","170.01","140.64"
"1011","2016","5","Karnataka","Chamaraja Nagar","11297.0","47.5","85.78","74.59","6912.0","29.0","52.48","45.64","5594.0","23.5","42.48","36.93","23804.0","180.74","157.17"
"1011","2017","5","Karnataka","Chamaraja Nagar","12637.0","47.2","82.06","65.25","6515.0","24.3","42.31","33.64","7606.0","28.4","49.39","39.28","26758.0","173.77","138.17"
"1012","2000","5","Karnataka","Davanagere","44467.0","56.9","114.9","96.04","24145.0","30.9","62.39","52.15","9596.0","12.3","24.8","20.73","78208.0","202.09","168.92"
"1012","2001","5","Karnataka","Davanagere","39503.0","55.4","108.09","90.59","22945.0","32.2","62.79","52.62","8846.0","12.4","24.21","20.29","71294.0","195.09","163.5"
"1012","2002","5","Karnataka","Davanagere","40690.0","57.1","114.44","99.52","23540.0","33.0","66.21","57.58","7076.0","9.9","19.9","17.31","71306.0","200.55","174.41"
"1012","2003","5","Karnataka","Davanagere","20557.0","54.6","59.0","52.1","11816.0","31.4","33.91","29.95","5260.0","14.0","15.1","13.33","37633.0","108.01","95.38"
"1012","2004","5","Karnataka","Davanagere","35413.0","55.6","93.25","76.99","19164.0","30.1","50.46","41.66","9148.0","14.4","24.09","19.89","63725.0","167.8","138.54"
"1012","2005","5","Karnataka","Davanagere","48433.0","53.6","125.61","102.92","28865.0","31.9","74.86","61.34","13049.0","14.4","33.84","27.73","90347.0","234.31","191.98"
"1012","2006","5","Karnataka","Davanagere","45916.0","53.4","118.33","97.69","28763.0","33.4","74.12","61.2","11350.0","13.2","29.25","24.15","86029.0","221.7","183.03"
"1012","2007","5","Karnataka","Davanagere","38364.0","55.0","98.43","90.77","20154.0","28.9","51.71","47.69","11207.0","16.1","28.75","26.52","69725.0","178.89","164.98"
"1012","2008","5","Karnataka","Davanagere","46371.0","48.0","118.24","100.64","33407.0","34.6","85.18","72.5","16800.0","17.4","42.84","36.46","96578.0","246.26","209.6"
"1012","2009","5","Karnataka","Davanagere","55617.0","50.1","139.37","116.39","39348.0","35.4","98.6","82.35","16101.0","14.5","40.35","33.7","111066.0","278.33","232.43"
"1012","2010","5","Karnataka","Davanagere","57892.0","48.7","146.31","117.25","40813.0","34.4","103.15","82.66","20090.0","16.9","50.77","40.69","118795.0","300.23","240.61"
"1012","2011","5","Karnataka","Davanagere","67980.0","52.6","174.75","139.68","49113.0","38.0","126.25","100.91","12118.0","9.4","31.15","24.9","129211.0","332.15","265.49"
"1012","2012","5","Karnataka","Davanagere","46581.0","62.8","119.11","100.68","19190.0","25.9","49.07","41.48","8369.0","11.3","21.4","18.09","74140.0","189.58","160.24"
"1012","2013","5","Karnataka","Davanagere","59333.0","59.4","158.34","128.67","31489.0","31.5","84.03","68.29","9013.0","9.0","24.05","19.55","99835.0","266.43","216.5"
"1012","2014","5","Karnataka","Davanagere","56999.0","57.2","144.98","118.55","30857.0","31.0","78.49","64.18","11808.0","11.8","30.03","24.56","99664.0","253.5","207.28"
"1012","2015","5","Karnataka","Davanagere","56531.0","56.1","147.19","132.77","33250.0","33.0","86.57","78.09","11037.0","10.9","28.74","25.92","100818.0","262.49","236.78"
"1012","2016","5","Karnataka","Davanagere","54418.0","54.6","141.8","134.32","33858.0","34.0","88.23","83.57","11368.0","11.4","29.62","28.06","99644.0","259.65","245.95"
"1012","2017","5","Karnataka","Davanagere","49151.0","56.4","143.22","117.82","27774.0","31.8","80.93","66.58","10282.0","11.8","29.96","24.65","87207.0","254.1","209.05"
"1013","2000","5","Karnataka","Gadag","11635.0","48.3","29.76","23.41","9196.0","38.2","23.52","18.5","3237.0","13.4","8.28","6.51","24068.0","61.55","48.43"
"1013","2001","5","Karnataka","Gadag","10205.0","49.4","25.98","23.07","8313.0","40.2","21.16","18.79","2139.0","10.4","5.45","4.83","20657.0","52.59","46.69"
"1013","2002","5","Karnataka","Gadag","9118.0","52.4","22.88","18.17","6425.0","37.0","16.12","12.8","1842.0","10.6","4.62","3.67","17385.0","43.63","34.64"
"1013","2003","5","Karnataka","Gadag","4672.0","50.6","12.52","11.42","3107.0","33.7","8.33","7.59","1448.0","15.7","3.88","3.54","9227.0","24.72","22.55"
"1013","2004","5","Karnataka","Gadag","11242.0","51.3","29.07","19.67","7550.0","34.4","19.53","13.21","3127.0","14.3","8.09","5.47","21919.0","56.69","38.35"
"1013","2005","5","Karnataka","Gadag","13439.0","46.9","35.35","23.69","9410.0","32.9","24.75","16.59","5777.0","20.2","15.2","10.18","28626.0","75.3","50.46"
"1013","2006","5","Karnataka","Gadag","12620.0","46.0","33.2","23.12","9975.0","36.4","26.24","18.27","4821.0","17.6","12.68","8.83","27416.0","72.13","50.22"
"1013","2007","5","Karnataka","Gadag","13408.0","48.4","34.85","24.01","8814.0","31.8","22.91","15.78","5455.0","19.7","14.18","9.77","27677.0","71.94","49.55"
"1013","2008","5","Karnataka","Gadag","16618.0","43.0","46.2","36.26","15570.0","40.3","43.29","33.98","6427.0","16.6","17.87","14.02","38615.0","107.35","84.26"
"1013","2009","5","Karnataka","Gadag","16812.0","43.9","42.13","29.24","15325.0","40.0","38.4","26.66","6153.0","16.1","15.42","10.7","38290.0","95.95","66.6"
"1013","2010","5","Karnataka","Gadag","20238.0","46.8","50.04","36.6","16619.0","38.4","41.09","30.06","6402.0","14.8","15.83","11.58","43259.0","106.95","78.24"
"1013","2011","5","Karnataka","Gadag","22441.0","45.5","63.64","45.37","20525.0","41.6","58.21","41.5","6358.0","12.9","18.03","12.85","49324.0","139.88","99.72"
"1013","2012","5","Karnataka","Gadag","13090.0","59.5","37.43","30.93","5703.0","25.9","16.31","13.48","3206.0","14.6","9.17","7.58","21999.0","62.91","51.99"
"1013","2013","5","Karnataka","Gadag","14313.0","62.3","38.86","27.14","5899.0","25.7","16.01","11.18","2776.0","12.1","7.54","5.26","22988.0","62.41","43.59"
"1013","2014","5","Karnataka","Gadag","18611.0","56.2","49.3","34.58","9786.0","29.6","25.92","18.18","4716.0","14.2","12.49","8.76","33113.0","87.71","61.52"
"1013","2015","5","Karnataka","Gadag","18630.0","59.2","47.62","37.42","10230.0","32.5","26.15","20.55","2593.0","8.2","6.63","5.21","31453.0","80.4","63.17"
"1013","2016","5","Karnataka","Gadag","13475.0","57.9","35.79","23.55","7479.0","32.1","19.86","13.07","2327.0","10.0","6.18","4.07","23280.0","61.83","40.69"
"1013","2017","5","Karnataka","Gadag","13042.0","57.1","34.85","25.78","6996.0","30.7","18.69","13.83","2784.0","12.2","7.44","5.5","22822.0","60.98","45.12"
"1014","2000","5","Karnataka","Haveri","23869.0","52.5","67.81","54.12","14972.0","32.9","42.53","33.95","6657.0","14.6","18.91","15.1","45498.0","129.26","103.17"
"1014","2001","5","Karnataka","Haveri","18507.0","49.0","53.42","42.46","14181.0","37.6","40.93","32.54","5063.0","13.4","14.61","11.62","37751.0","108.97","86.61"
"1014","2002","5","Karnataka","Haveri","18399.0","53.2","51.14","40.39","11236.0","32.5","31.23","24.66","4969.0","14.4","13.81","10.91","34604.0","96.18","75.96"
"1014","2003","5","Karnataka","Haveri","14170.0","52.7","40.57","32.04","9214.0","34.2","26.38","20.83","3528.0","13.1","10.1","7.98","26912.0","77.06","60.85"
"1014","2004","5","Karnataka","Haveri","17592.0","50.8","48.86","39.43","12079.0","34.9","33.55","27.08","4931.0","14.3","13.7","11.05","34602.0","96.11","77.56"
"1014","2005","5","Karnataka","Haveri","23808.0","51.5","64.85","53.96","14636.0","31.7","39.87","33.17","7786.0","16.8","21.21","17.65","46230.0","125.93","104.77"
"1014","2006","5","Karnataka","Haveri","22181.0","49.4","60.61","51.84","16245.0","36.2","44.39","37.97","6478.0","14.4","17.7","15.14","44904.0","122.7","104.95"
"1014","2007","5","Karnataka","Haveri","23362.0","48.5","63.96","54.37","15759.0","32.7","43.15","36.68","8999.0","18.7","24.64","20.94","48120.0","131.75","112.0"
"1014","2008","5","Karnataka","Haveri","27409.0","47.4","75.17","64.72","18719.0","32.4","51.34","44.2","11659.0","20.2","31.97","27.53","57787.0","158.48","136.44"
"1014","2009","5","Karnataka","Haveri","31389.0","45.0","85.54","72.41","24264.0","34.8","66.12","55.98","14084.0","20.2","38.38","32.49","69737.0","190.03","160.88"
"1014","2010","5","Karnataka","Haveri","36598.0","53.1","100.56","86.7","23130.0","33.5","63.55","54.8","9242.0","13.4","25.39","21.89","68970.0","189.51","163.39"
"1014","2011","5","Karnataka","Haveri","41907.0","50.1","115.38","101.93","31959.0","38.2","87.99","77.73","9784.0","11.7","26.94","23.8","83650.0","230.31","203.46"
"1014","2012","5","Karnataka","Haveri","33364.0","63.6","91.57","79.84","14527.0","27.7","39.87","34.76","4571.0","8.7","12.55","10.94","52462.0","143.99","125.54"
"1014","2013","5","Karnataka","Haveri","33180.0","64.1","91.71","78.11","13633.0","26.3","37.68","32.1","4959.0","9.6","13.71","11.67","51772.0","143.1","121.88"
"1014","2014","5","Karnataka","Haveri","36356.0","62.1","100.42","84.77","16419.0","28.0","45.35","38.28","5795.0","9.9","16.01","13.51","58570.0","161.77","136.56"
"1014","2015","5","Karnataka","Haveri","41506.0","59.7","114.69","96.04","22155.0","31.9","61.22","51.27","5829.0","8.4","16.11","13.49","69490.0","192.01","160.8"
"1014","2016","5","Karnataka","Haveri","37909.0","58.3","106.92","89.59","21536.0","33.1","60.74","50.9","5556.0","8.5","15.67","13.13","65001.0","183.32","153.62"
"1014","2017","5","Karnataka","Haveri","33889.0","60.7","94.86","81.9","15434.0","27.7","43.2","37.3","6467.0","11.6","18.1","15.63","55790.0","156.17","134.83"
"1015","2000","5","Karnataka","Koppal","33070.0","52.7","92.63","75.85","16387.0","26.1","45.9","37.58","13246.0","21.1","37.1","30.38","62703.0","175.64","143.81"
"1015","2001","5","Karnataka","Koppal","29344.0","52.4","81.52","67.26","13777.0","24.6","38.27","31.58","12871.0","23.0","35.76","29.5","55992.0","155.55","128.35"
"1015","2002","5","Karnataka","Koppal","24872.0","57.3","90.11","62.71","9508.0","21.9","34.45","23.97","9014.0","20.8","32.66","22.73","43394.0","157.21","109.41"
"1015","2003","5","Karnataka","Koppal","22677.0","55.3","65.86","53.75","9400.0","22.9","27.3","22.28","8956.0","21.8","26.01","21.23","41033.0","119.17","97.26"
"1015","2004","5","Karnataka","Koppal","29290.0","55.4","79.51","58.92","13124.0","24.8","35.63","26.4","10468.0","19.8","28.42","21.06","52882.0","143.55","106.38"
"1015","2005","5","Karnataka","Koppal","33899.0","48.5","89.04","64.68","18761.0","26.8","49.28","35.8","17218.0","24.6","45.23","32.85","69878.0","183.55","133.33"
"1015","2006","5","Karnataka","Koppal","36669.0","50.9","105.0","84.55","19326.0","26.8","55.34","44.56","16071.0","22.3","46.02","37.05","72066.0","206.35","166.16"
"1015","2007","5","Karnataka","Koppal","44933.0","47.4","117.73","88.44","20140.0","21.2","52.77","39.64","29802.0","31.4","78.09","58.66","94875.0","248.59","186.74"
"1015","2008","5","Karnataka","Koppal","42464.0","51.7","118.29","90.53","23338.0","28.4","65.01","49.76","16381.0","19.9","45.63","34.92","82183.0","228.94","175.22"
"1015","2009","5","Karnataka","Koppal","43324.0","47.5","113.85","85.32","22868.0","25.1","60.09","45.03","24942.0","27.4","65.54","49.12","91134.0","239.49","179.47"
"1015","2010","5","Karnataka","Koppal","52604.0","47.8","142.23","105.12","39060.0","35.5","105.61","78.05","18487.0","16.8","49.98","36.94","110151.0","297.82","220.11"
"1015","2011","5","Karnataka","Koppal","56442.0","48.0","161.17","130.29","40184.0","34.2","114.75","92.76","20919.0","17.8","59.73","48.29","117545.0","335.65","271.34"
"1015","2012","5","Karnataka","Koppal","51353.0","61.9","131.6","105.86","17944.0","21.6","45.98","36.99","13664.0","16.5","35.02","28.17","82961.0","212.6","171.02"
"1015","2013","5","Karnataka","Koppal","46368.0","58.0","117.16","94.93","20167.0","25.2","50.96","41.29","13353.0","16.7","33.74","27.34","79888.0","201.86","163.55"
"1015","2014","5","Karnataka","Koppal","55848.0","57.3","136.93","111.6","22637.0","23.2","55.5","45.24","19035.0","19.5","46.67","38.04","97520.0","239.11","194.87"
"1015","2015","5","Karnataka","Koppal","41981.0","54.1","108.28","91.31","21683.0","27.9","55.92","47.16","13917.0","17.9","35.89","30.27","77581.0","200.1","168.75"
"1015","2016","5","Karnataka","Koppal","40809.0","55.5","113.26","97.55","22592.0","30.7","62.7","54.01","10151.0","13.8","28.17","24.27","73552.0","204.13","175.82"
"1015","2017","5","Karnataka","Koppal","35503.0","57.3","90.89","73.24","17806.0","28.7","45.59","36.73","8658.0","14.0","22.17","17.86","61967.0","158.65","127.83"
"1016","2000","5","Karnataka","Udupi","2891.0","52.9","28.62","22.07","1152.0","21.1","11.41","8.79","1427.0","26.1","14.13","10.89","5470.0","54.16","41.76"
"1016","2001","5","Karnataka","Udupi","2523.0","48.3","24.82","19.51","1196.0","22.9","11.77","9.25","1510.0","28.9","14.86","11.68","5229.0","51.45","40.44"
"1016","2002","5","Karnataka","Udupi","2783.0","48.0","28.0","22.24","1341.0","23.1","13.49","10.72","1675.0","28.9","16.85","13.39","5799.0","58.33","46.34"
