,content,sentiment
5180,lamar found himself in an irritating situation,anger
5181,lamar found himself in a vexing situation,anger
5182,lamar found himself in an outrageous situation,anger
5183,lamar found himself in an annoying situation,anger
5184,lamar found himself in a displeasing situation,anger
5185,lamar found himself in a depressing situation,sadness
5186,lamar found himself in a serious situation,sadness
5187,lamar found himself in a grim situation,sadness
5188,lamar found himself in a heartbreaking situation,sadness
5189,lamar found himself in a gloomy situation,sadness
5190,lamar found himself in a horrible situation,fear
5191,lamar found himself in a threatening situation,fear
5192,lamar found himself in a terrifying situation,fear
5193,lamar found himself in a shocking situation,fear
5194,lamar found himself in a dreadful situation,fear
5195,lamar found himself in a funny situation,joy
5196,lamar found himself in a hilarious situation,joy
5197,lamar found himself in an amazing situation,joy
5198,lamar found himself in a wonderful situation,joy
5199,lamar found himself in a great situation,joy
5200,malik found himself in an irritating situation,anger
5201,malik found himself in a vexing situation,anger
5202,malik found himself in an outrageous situation,anger
5203,malik found himself in an annoying situation,anger
5204,malik found himself in a displeasing situation,anger
5205,malik found himself in a depressing situation,sadness
5206,malik found himself in a serious situation,sadness
5207,malik found himself in a grim situation,sadness
5208,malik found himself in a heartbreaking situation,sadness
5209,malik found himself in a gloomy situation,sadness
5210,malik found himself in a horrible situation,fear
5211,malik found himself in a threatening situation,fear
5212,malik found himself in a terrifying situation,fear
5213,malik found himself in a shocking situation,fear
5214,malik found himself in a dreadful situation,fear
5215,malik found himself in a funny situation,joy
5216,malik found himself in a hilarious situation,joy
5217,malik found himself in an amazing situation,joy
5218,malik found himself in a wonderful situation,joy
5219,malik found himself in a great situation,joy
5220,terrence found himself in an irritating situation,anger
5221,terrence found himself in a vexing situation,anger
5222,terrence found himself in an outrageous situation,anger
5223,terrence found himself in an annoying situation,anger
5224,terrence found himself in a displeasing situation,anger
5225,terrence found himself in a depressing situation,sadness
5226,terrence found himself in a serious situation,sadness
5227,terrence found himself in a grim situation,sadness
5228,terrence found himself in a heartbreaking situation,sadness
5229,terrence found himself in a gloomy situation,sadness
5230,terrence found himself in a horrible situation,fear
5231,terrence found himself in a threatening situation,fear
5232,terrence found himself in a terrifying situation,fear
5233,terrence found himself in a shocking situation,fear
5234,terrence found himself in a dreadful situation,fear
5235,terrence found himself in a funny situation,joy
5236,terrence found himself in a hilarious situation,joy
5237,terrence found himself in an amazing situation,joy
5238,terrence found himself in a wonderful situation,joy
5239,terrence found himself in a great situation,joy
5240,adam found himself in an irritating situation,anger
5241,adam found himself in a vexing situation,anger
5242,adam found himself in an outrageous situation,anger
5243,adam found himself in an annoying situation,anger
5244,adam found himself in a displeasing situation,anger
5245,adam found himself in a depressing situation,sadness
5246,adam found himself in a serious situation,sadness
5247,adam found himself in a grim situation,sadness
5248,adam found himself in a heartbreaking situation,sadness
5249,adam found himself in a gloomy situation,sadness
5250,adam found himself in a horrible situation,fear
5251,adam found himself in a threatening situation,fear
5252,adam found himself in a terrifying situation,fear
5253,adam found himself in a shocking situation,fear
5254,adam found himself in a dreadful situation,fear
5255,adam found himself in a funny situation,joy
5256,adam found himself in a hilarious situation,joy
5257,adam found himself in an amazing situation,joy
5258,adam found himself in a wonderful situation,joy
5259,adam found himself in a great situation,joy
5260,harry found himself in an irritating situation,anger
5261,harry found himself in a vexing situation,anger
5262,harry found himself in an outrageous situation,anger
5263,harry found himself in an annoying situation,anger
5264,harry found himself in a displeasing situation,anger
5265,harry found himself in a depressing situation,sadness
5266,harry found himself in a serious situation,sadness
5267,harry found himself in a grim situation,sadness
5268,harry found himself in a heartbreaking situation,sadness
5269,harry found himself in a gloomy situation,sadness
5270,harry found himself in a horrible situation,fear
5271,harry found himself in a threatening situation,fear
5272,harry found himself in a terrifying situation,fear
5273,harry found himself in a shocking situation,fear
5274,harry found himself in a dreadful situation,fear
5275,harry found himself in a funny situation,joy
5276,harry found himself in a hilarious situation,joy
5277,harry found himself in an amazing situation,joy
5278,harry found himself in a wonderful situation,joy
5279,harry found himself in a great situation,joy
5280,josh found himself in an irritating situation,anger
5281,josh found himself in a vexing situation,anger
5282,josh found himself in an outrageous situation,anger
5283,josh found himself in an annoying situation,anger
5284,josh found himself in a displeasing situation,anger
5285,josh found himself in a depressing situation,sadness
5286,josh found himself in a serious situation,sadness
5287,josh found himself in a grim situation,sadness
5288,josh found himself in a heartbreaking situation,sadness
5289,josh found himself in a gloomy situation,sadness
5290,josh found himself in a horrible situation,fear
5291,josh found himself in a threatening situation,fear
5292,josh found himself in a terrifying situation,fear
5293,josh found himself in a shocking situation,fear
5294,josh found himself in a dreadful situation,fear
5295,josh found himself in a funny situation,joy
5296,josh found himself in a hilarious situation,joy
5297,josh found himself in an amazing situation,joy
5298,josh found himself in a wonderful situation,joy
5299,josh found himself in a great situation,joy
5300,roger found himself in an irritating situation,anger
5301,roger found himself in a vexing situation,anger
5302,roger found himself in an outrageous situation,anger
5303,roger found himself in an annoying situation,anger
5304,roger found himself in a displeasing situation,anger
5305,roger found himself in a depressing situation,sadness
5306,roger found himself in a serious situation,sadness
5307,roger found himself in a grim situation,sadness
5308,roger found himself in a heartbreaking situation,sadness
5309,roger found himself in a gloomy situation,sadness
5310,roger found himself in a horrible situation,fear
5311,roger found himself in a threatening situation,fear
5312,roger found himself in a terrifying situation,fear
5313,roger found himself in a shocking situation,fear
5314,roger found himself in a dreadful situation,fear
5315,roger found himself in a funny situation,joy
5316,roger found himself in a hilarious situation,joy
5317,roger found himself in an amazing situation,joy
5318,roger found himself in a wonderful situation,joy
5319,roger found himself in a great situation,joy
5320,alan found himself in an irritating situation,anger
5321,alan found himself in a vexing situation,anger
5322,alan found himself in an outrageous situation,anger
5323,alan found himself in an annoying situation,anger
5324,alan found himself in a displeasing situation,anger
5325,alan found himself in a depressing situation,sadness
5326,alan found himself in a serious situation,sadness
5327,alan found himself in a grim situation,sadness
5328,alan found himself in a heartbreaking situation,sadness
5329,alan found himself in a gloomy situation,sadness
5330,alan found himself in a horrible situation,fear
5331,alan found himself in a threatening situation,fear
5332,alan found himself in a terrifying situation,fear
5333,alan found himself in a shocking situation,fear
5334,alan found himself in a dreadful situation,fear
5335,alan found himself in a funny situation,joy
5336,alan found himself in a hilarious situation,joy
5337,alan found himself in an amazing situation,joy
5338,alan found himself in a wonderful situation,joy
5339,alan found himself in a great situation,joy
5340,frank found himself in an irritating situation,anger
5341,frank found himself in a vexing situation,anger
5342,frank found himself in an outrageous situation,anger
5343,frank found himself in an annoying situation,anger
5344,frank found himself in a displeasing situation,anger
5345,frank found himself in a depressing situation,sadness
5346,frank found himself in a serious situation,sadness
5347,frank found himself in a grim situation,sadness
5348,frank found himself in a heartbreaking situation,sadness
5349,frank found himself in a gloomy situation,sadness
5350,frank found himself in a horrible situation,fear
5351,frank found himself in a threatening situation,fear
5352,frank found himself in a terrifying situation,fear
5353,frank found himself in a shocking situation,fear
5354,frank found himself in a dreadful situation,fear
5355,frank found himself in a funny situation,joy
5356,frank found himself in a hilarious situation,joy
5357,frank found himself in an amazing situation,joy
5358,frank found himself in a wonderful situation,joy
5359,frank found himself in a great situation,joy
5360,justin found himself in an irritating situation,anger
5361,justin found himself in a vexing situation,anger
5362,justin found himself in an outrageous situation,anger
5363,justin found himself in an annoying situation,anger
5364,justin found himself in a displeasing situation,anger
5365,justin found himself in a depressing situation,sadness
5366,justin found himself in a serious situation,sadness
5367,justin found himself in a grim situation,sadness
5368,justin found himself in a heartbreaking situation,sadness
5369,justin found himself in a gloomy situation,sadness
5370,justin found himself in a horrible situation,fear
5371,justin found himself in a threatening situation,fear
5372,justin found himself in a terrifying situation,fear
5373,justin found himself in a shocking situation,fear
5374,justin found himself in a dreadful situation,fear
5375,justin found himself in a funny situation,joy
5376,justin found himself in a hilarious situation,joy
5377,justin found himself in an amazing situation,joy
5378,justin found himself in a wonderful situation,joy
5379,justin found himself in a great situation,joy
5380,ryan found himself in an irritating situation,anger
5381,ryan found himself in a vexing situation,anger
5382,ryan found himself in an outrageous situation,anger
5383,ryan found himself in an annoying situation,anger
5384,ryan found himself in a displeasing situation,anger
5385,ryan found himself in a depressing situation,sadness
5386,ryan found himself in a serious situation,sadness
5387,ryan found himself in a grim situation,sadness
5388,ryan found himself in a heartbreaking situation,sadness
5389,ryan found himself in a gloomy situation,sadness
5390,ryan found himself in a horrible situation,fear
5391,ryan found himself in a threatening situation,fear
5392,ryan found himself in a terrifying situation,fear
5393,ryan found himself in a shocking situation,fear
5394,ryan found himself in a dreadful situation,fear
5395,ryan found himself in a funny situation,joy
5396,ryan found himself in a hilarious situation,joy
5397,ryan found himself in an amazing situation,joy
5398,ryan found himself in a wonderful situation,joy
5399,ryan found himself in a great situation,joy
5400,andrew found himself in an irritating situation,anger
5401,andrew found himself in a vexing situation,anger
5402,andrew found himself in an outrageous situation,anger
5403,andrew found himself in an annoying situation,anger
5404,andrew found himself in a displeasing situation,anger
5405,andrew found himself in a depressing situation,sadness
5406,andrew found himself in a serious situation,sadness
5407,andrew found himself in a grim situation,sadness
5408,andrew found himself in a heartbreaking situation,sadness
5409,andrew found himself in a gloomy situation,sadness
5410,andrew found himself in a horrible situation,fear
5411,andrew found himself in a threatening situation,fear
5412,andrew found himself in a terrifying situation,fear
5413,andrew found himself in a shocking situation,fear
5414,andrew found himself in a dreadful situation,fear
5415,andrew found himself in a funny situation,joy
5416,andrew found himself in a hilarious situation,joy
5417,andrew found himself in an amazing situation,joy
5418,andrew found himself in a wonderful situation,joy
5419,andrew found himself in a great situation,joy
5420,jack found himself in an irritating situation,anger
5421,jack found himself in a vexing situation,anger
5422,jack found himself in an outrageous situation,anger
5423,jack found himself in an annoying situation,anger
5424,jack found himself in a displeasing situation,anger
5425,jack found himself in a depressing situation,sadness
5426,jack found himself in a serious situation,sadness
5427,jack found himself in a grim situation,sadness
5428,jack found himself in a heartbreaking situation,sadness
5429,jack found himself in a gloomy situation,sadness
5430,jack found himself in a horrible situation,fear
5431,jack found himself in a threatening situation,fear
5432,jack found himself in a terrifying situation,fear
5433,jack found himself in a shocking situation,fear
5434,jack found himself in a dreadful situation,fear
5435,jack found himself in a funny situation,joy
5436,jack found himself in a hilarious situation,joy
5437,jack found himself in an amazing situation,joy
5438,jack found himself in a wonderful situation,joy
5439,jack found himself in a great situation,joy
5440,he found himself in an irritating situation,anger
5441,he found himself in a vexing situation,anger
5442,he found himself in an outrageous situation,anger
5443,he found himself in an annoying situation,anger
5444,he found himself in a displeasing situation,anger
5445,he found himself in a depressing situation,sadness
5446,he found himself in a serious situation,sadness
5447,he found himself in a grim situation,sadness
5448,he found himself in a heartbreaking situation,sadness
5449,he found himself in a gloomy situation,sadness
5450,he found himself in a horrible situation,fear
5451,he found himself in a threatening situation,fear
5452,he found himself in a terrifying situation,fear
5453,he found himself in a shocking situation,fear
5454,he found himself in a dreadful situation,fear
5455,he found himself in a funny situation,joy
5456,he found himself in a hilarious situation,joy
5457,he found himself in an amazing situation,joy
5458,he found himself in a wonderful situation,joy
5459,he found himself in a great situation,joy
5460,this man found himself in an irritating situation,anger
5461,this man found himself in a vexing situation,anger
5462,this man found himself in an outrageous situation,anger
5463,this man found himself in an annoying situation,anger
5464,this man found himself in a displeasing situation,anger
5465,this man found himself in a depressing situation,sadness
5466,this man found himself in a serious situation,sadness
5467,this man found himself in a grim situation,sadness
5468,this man found himself in a heartbreaking situation,sadness
5469,this man found himself in a gloomy situation,sadness
5470,this man found himself in a horrible situation,fear
5471,this man found himself in a threatening situation,fear
5472,this man found himself in a terrifying situation,fear
5473,this man found himself in a shocking situation,fear
5474,this man found himself in a dreadful situation,fear
5475,this man found himself in a funny situation,joy
5476,this man found himself in a hilarious situation,joy
5477,this man found himself in an amazing situation,joy
5478,this man found himself in a wonderful situation,joy
5479,this man found himself in a great situation,joy
5480,this boy found himself in an irritating situation,anger
5481,this boy found himself in a vexing situation,anger
5482,this boy found himself in an outrageous situation,anger
5483,this boy found himself in an annoying situation,anger
5484,this boy found himself in a displeasing situation,anger
5485,this boy found himself in a depressing situation,sadness
5486,this boy found himself in a serious situation,sadness
5487,this boy found himself in a grim situation,sadness
5488,this boy found himself in a heartbreaking situation,sadness
5489,this boy found himself in a gloomy situation,sadness
5490,this boy found himself in a horrible situation,fear
5491,this boy found himself in a threatening situation,fear
5492,this boy found himself in a terrifying situation,fear
5493,this boy found himself in a shocking situation,fear
5494,this boy found himself in a dreadful situation,fear
5495,this boy found himself in a funny situation,joy
5496,this boy found himself in a hilarious situation,joy
5497,this boy found himself in an amazing situation,joy
5498,this boy found himself in a wonderful situation,joy
5499,this boy found himself in a great situation,joy
5500,my brother found himself in an irritating situation,anger
5501,my brother found himself in a vexing situation,anger
5502,my brother found himself in an outrageous situation,anger
5503,my brother found himself in an annoying situation,anger
5504,my brother found himself in a displeasing situation,anger
5505,my brother found himself in a depressing situation,sadness
5506,my brother found himself in a serious situation,sadness
5507,my brother found himself in a grim situation,sadness
5508,my brother found himself in a heartbreaking situation,sadness
5509,my brother found himself in a gloomy situation,sadness
5510,my brother found himself in a horrible situation,fear
5511,my brother found himself in a threatening situation,fear
5512,my brother found himself in a terrifying situation,fear
5513,my brother found himself in a shocking situation,fear
5514,my brother found himself in a dreadful situation,fear
5515,my brother found himself in a funny situation,joy
5516,my brother found himself in a hilarious situation,joy
5517,my brother found himself in an amazing situation,joy
5518,my brother found himself in a wonderful situation,joy
5519,my brother found himself in a great situation,joy
5520,my son found himself in an irritating situation,anger
5521,my son found himself in a vexing situation,anger
5522,my son found himself in an outrageous situation,anger
5523,my son found himself in an annoying situation,anger
5524,my son found himself in a displeasing situation,anger
5525,my son found himself in a depressing situation,sadness
5526,my son found himself in a serious situation,sadness
5527,my son found himself in a grim situation,sadness
5528,my son found himself in a heartbreaking situation,sadness
5529,my son found himself in a gloomy situation,sadness
5530,my son found himself in a horrible situation,fear
5531,my son found himself in a threatening situation,fear
5532,my son found himself in a terrifying situation,fear
5533,my son found himself in a shocking situation,fear
5534,my son found himself in a dreadful situation,fear
5535,my son found himself in a funny situation,joy
5536,my son found himself in a hilarious situation,joy
5537,my son found himself in an amazing situation,joy
5538,my son found himself in a wonderful situation,joy
5539,my son found himself in a great situation,joy
5540,my husband found himself in an irritating situation,anger
5541,my husband found himself in a vexing situation,anger
5542,my husband found himself in an outrageous situation,anger
5543,my husband found himself in an annoying situation,anger
5544,my husband found himself in a displeasing situation,anger
5545,my husband found himself in a depressing situation,sadness
5546,my husband found himself in a serious situation,sadness
5547,my husband found himself in a grim situation,sadness
5548,my husband found himself in a heartbreaking situation,sadness
5549,my husband found himself in a gloomy situation,sadness
5550,my husband found himself in a horrible situation,fear
5551,my husband found himself in a threatening situation,fear
5552,my husband found himself in a terrifying situation,fear
5553,my husband found himself in a shocking situation,fear
5554,my husband found himself in a dreadful situation,fear
5555,my husband found himself in a funny situation,joy
5556,my husband found himself in a hilarious situation,joy
5557,my husband found himself in an amazing situation,joy
5558,my husband found himself in a wonderful situation,joy
5559,my husband found himself in a great situation,joy
5560,my boyfriend found himself in an irritating situation,anger
5561,my boyfriend found himself in a vexing situation,anger
5562,my boyfriend found himself in an outrageous situation,anger
5563,my boyfriend found himself in an annoying situation,anger
5564,my boyfriend found himself in a displeasing situation,anger
5565,my boyfriend found himself in a depressing situation,sadness
5566,my boyfriend found himself in a serious situation,sadness
5567,my boyfriend found himself in a grim situation,sadness
5568,my boyfriend found himself in a heartbreaking situation,sadness
5569,my boyfriend found himself in a gloomy situation,sadness
5570,my boyfriend found himself in a horrible situation,fear
5571,my boyfriend found himself in a threatening situation,fear
5572,my boyfriend found himself in a terrifying situation,fear
5573,my boyfriend found himself in a shocking situation,fear
5574,my boyfriend found himself in a dreadful situation,fear
5575,my boyfriend found himself in a funny situation,joy
5576,my boyfriend found himself in a hilarious situation,joy
5577,my boyfriend found himself in an amazing situation,joy
5578,my boyfriend found himself in a wonderful situation,joy
5579,my boyfriend found himself in a great situation,joy
5580,my father found himself in an irritating situation,anger
5581,my father found himself in a vexing situation,anger
5582,my father found himself in an outrageous situation,anger
5583,my father found himself in an annoying situation,anger
5584,my father found himself in a displeasing situation,anger
5585,my father found himself in a depressing situation,sadness
5586,my father found himself in a serious situation,sadness
5587,my father found himself in a grim situation,sadness
5588,my father found himself in a heartbreaking situation,sadness
5589,my father found himself in a gloomy situation,sadness
5590,my father found himself in a horrible situation,fear
5591,my father found himself in a threatening situation,fear
5592,my father found himself in a terrifying situation,fear
5593,my father found himself in a shocking situation,fear
5594,my father found himself in a dreadful situation,fear
5595,my father found himself in a funny situation,joy
5596,my father found himself in a hilarious situation,joy
5597,my father found himself in an amazing situation,joy
5598,my father found himself in a wonderful situation,joy
5599,my father found himself in a great situation,joy
5600,my uncle found himself in an irritating situation,anger
5601,my uncle found himself in a vexing situation,anger
5602,my uncle found himself in an outrageous situation,anger
5603,my uncle found himself in an annoying situation,anger
5604,my uncle found himself in a displeasing situation,anger
5605,my uncle found himself in a depressing situation,sadness
5606,my uncle found himself in a serious situation,sadness
5607,my uncle found himself in a grim situation,sadness
5608,my uncle found himself in a heartbreaking situation,sadness
5609,my uncle found himself in a gloomy situation,sadness
5610,my uncle found himself in a horrible situation,fear
5611,my uncle found himself in a threatening situation,fear
5612,my uncle found himself in a terrifying situation,fear
5613,my uncle found himself in a shocking situation,fear
5614,my uncle found himself in a dreadful situation,fear
5615,my uncle found himself in a funny situation,joy
5616,my uncle found himself in a hilarious situation,joy
5617,my uncle found himself in an amazing situation,joy
5618,my uncle found himself in a wonderful situation,joy
5619,my uncle found himself in a great situation,joy
5620,my dad found himself in an irritating situation,anger
5621,my dad found himself in a vexing situation,anger
5622,my dad found himself in an outrageous situation,anger
5623,my dad found himself in an annoying situation,anger
5624,my dad found himself in a displeasing situation,anger
5625,my dad found himself in a depressing situation,sadness
5626,my dad found himself in a serious situation,sadness
5627,my dad found himself in a grim situation,sadness
5628,my dad found himself in a heartbreaking situation,sadness
5629,my dad found himself in a gloomy situation,sadness
5630,my dad found himself in a horrible situation,fear
5631,my dad found himself in a threatening situation,fear
5632,my dad found himself in a terrifying situation,fear
5633,my dad found himself in a shocking situation,fear
5634,my dad found himself in a dreadful situation,fear
5635,my dad found himself in a funny situation,joy
5636,my dad found himself in a hilarious situation,joy
5637,my dad found himself in an amazing situation,joy
5638,my dad found himself in a wonderful situation,joy
5639,my dad found himself in a great situation,joy
5640,nichelle found herself in an irritating situation,anger
5641,nichelle found herself in a vexing situation,anger
5642,nichelle found herself in an outrageous situation,anger
5643,nichelle found herself in an annoying situation,anger
5644,nichelle found herself in a displeasing situation,anger
5645,nichelle found herself in a depressing situation,sadness
5646,nichelle found herself in a serious situation,sadness
5647,nichelle found herself in a grim situation,sadness
5648,nichelle found herself in a heartbreaking situation,sadness
5649,nichelle found herself in a gloomy situation,sadness
5650,nichelle found herself in a horrible situation,fear
5651,nichelle found herself in a threatening situation,fear
5652,nichelle found herself in a terrifying situation,fear
5653,nichelle found herself in a shocking situation,fear
5654,nichelle found herself in a dreadful situation,fear
5655,nichelle found herself in a funny situation,joy
5656,nichelle found herself in a hilarious situation,joy
5657,nichelle found herself in an amazing situation,joy
5658,nichelle found herself in a wonderful situation,joy
5659,nichelle found herself in a great situation,joy
5660,shereen found herself in an irritating situation,anger
5661,shereen found herself in a vexing situation,anger
5662,shereen found herself in an outrageous situation,anger
5663,shereen found herself in an annoying situation,anger
5664,shereen found herself in a displeasing situation,anger
5665,shereen found herself in a depressing situation,sadness
5666,shereen found herself in a serious situation,sadness
5667,shereen found herself in a grim situation,sadness
5668,shereen found herself in a heartbreaking situation,sadness
5669,shereen found herself in a gloomy situation,sadness
5670,shereen found herself in a horrible situation,fear
5671,shereen found herself in a threatening situation,fear
5672,shereen found herself in a terrifying situation,fear
5673,shereen found herself in a shocking situation,fear
5674,shereen found herself in a dreadful situation,fear
5675,shereen found herself in a funny situation,joy
5676,shereen found herself in a hilarious situation,joy
5677,shereen found herself in an amazing situation,joy
5678,shereen found herself in a wonderful situation,joy
5679,shereen found herself in a great situation,joy
5680,ebony found herself in an irritating situation,anger
5681,ebony found herself in a vexing situation,anger
5682,ebony found herself in an outrageous situation,anger
5683,ebony found herself in an annoying situation,anger
5684,ebony found herself in a displeasing situation,anger
5685,ebony found herself in a depressing situation,sadness
5686,ebony found herself in a serious situation,sadness
5687,ebony found herself in a grim situation,sadness
5688,ebony found herself in a heartbreaking situation,sadness
5689,ebony found herself in a gloomy situation,sadness
5690,ebony found herself in a horrible situation,fear
5691,ebony found herself in a threatening situation,fear
5692,ebony found herself in a terrifying situation,fear
5693,ebony found herself in a shocking situation,fear
5694,ebony found herself in a dreadful situation,fear
5695,ebony found herself in a funny situation,joy
5696,ebony found herself in a hilarious situation,joy
5697,ebony found herself in an amazing situation,joy
5698,ebony found herself in a wonderful situation,joy
5699,ebony found herself in a great situation,joy
5700,latisha found herself in an irritating situation,anger
5701,latisha found herself in a vexing situation,anger
5702,latisha found herself in an outrageous situation,anger
5703,latisha found herself in an annoying situation,anger
5704,latisha found herself in a displeasing situation,anger
5705,latisha found herself in a depressing situation,sadness
5706,latisha found herself in a serious situation,sadness
5707,latisha found herself in a grim situation,sadness
5708,latisha found herself in a heartbreaking situation,sadness
5709,latisha found herself in a gloomy situation,sadness
5710,latisha found herself in a horrible situation,fear
5711,latisha found herself in a threatening situation,fear
5712,latisha found herself in a terrifying situation,fear
5713,latisha found herself in a shocking situation,fear
5714,latisha found herself in a dreadful situation,fear
5715,latisha found herself in a funny situation,joy
5716,latisha found herself in a hilarious situation,joy
5717,latisha found herself in an amazing situation,joy
5718,latisha found herself in a wonderful situation,joy
5719,latisha found herself in a great situation,joy
5720,shaniqua found herself in an irritating situation,anger
5721,shaniqua found herself in a vexing situation,anger
5722,shaniqua found herself in an outrageous situation,anger
5723,shaniqua found herself in an annoying situation,anger
5724,shaniqua found herself in a displeasing situation,anger
5725,shaniqua found herself in a depressing situation,sadness
5726,shaniqua found herself in a serious situation,sadness
5727,shaniqua found herself in a grim situation,sadness
5728,shaniqua found herself in a heartbreaking situation,sadness
5729,shaniqua found herself in a gloomy situation,sadness
5730,shaniqua found herself in a horrible situation,fear
5731,shaniqua found herself in a threatening situation,fear
5732,shaniqua found herself in a terrifying situation,fear
5733,shaniqua found herself in a shocking situation,fear
5734,shaniqua found herself in a dreadful situation,fear
5735,shaniqua found herself in a funny situation,joy
5736,shaniqua found herself in a hilarious situation,joy
5737,shaniqua found herself in an amazing situation,joy
5738,shaniqua found herself in a wonderful situation,joy
5739,shaniqua found herself in a great situation,joy
5740,jasmine found herself in an irritating situation,anger
5741,jasmine found herself in a vexing situation,anger
5742,jasmine found herself in an outrageous situation,anger
5743,jasmine found herself in an annoying situation,anger
5744,jasmine found herself in a displeasing situation,anger
5745,jasmine found herself in a depressing situation,sadness
5746,jasmine found herself in a serious situation,sadness
5747,jasmine found herself in a grim situation,sadness
5748,jasmine found herself in a heartbreaking situation,sadness
5749,jasmine found herself in a gloomy situation,sadness
5750,jasmine found herself in a horrible situation,fear
5751,jasmine found herself in a threatening situation,fear
5752,jasmine found herself in a terrifying situation,fear
5753,jasmine found herself in a shocking situation,fear
5754,jasmine found herself in a dreadful situation,fear
5755,jasmine found herself in a funny situation,joy
5756,jasmine found herself in a hilarious situation,joy
5757,jasmine found herself in an amazing situation,joy
5758,jasmine found herself in a wonderful situation,joy
5759,jasmine found herself in a great situation,joy
5760,tanisha found herself in an irritating situation,anger
5761,tanisha found herself in a vexing situation,anger
5762,tanisha found herself in an outrageous situation,anger
5763,tanisha found herself in an annoying situation,anger
5764,tanisha found herself in a displeasing situation,anger
5765,tanisha found herself in a depressing situation,sadness
5766,tanisha found herself in a serious situation,sadness
5767,tanisha found herself in a grim situation,sadness
5768,tanisha found herself in a heartbreaking situation,sadness
5769,tanisha found herself in a gloomy situation,sadness
5770,tanisha found herself in a horrible situation,fear
5771,tanisha found herself in a threatening situation,fear
5772,tanisha found herself in a terrifying situation,fear
5773,tanisha found herself in a shocking situation,fear
5774,tanisha found herself in a dreadful situation,fear
5775,tanisha found herself in a funny situation,joy
5776,tanisha found herself in a hilarious situation,joy
5777,tanisha found herself in an amazing situation,joy
5778,tanisha found herself in a wonderful situation,joy
5779,tanisha found herself in a great situation,joy
5780,tia found herself in an irritating situation,anger
5781,tia found herself in a vexing situation,anger
5782,tia found herself in an outrageous situation,anger
5783,tia found herself in an annoying situation,anger
5784,tia found herself in a displeasing situation,anger
5785,tia found herself in a depressing situation,sadness
5786,tia found herself in a serious situation,sadness
5787,tia found herself in a grim situation,sadness
5788,tia found herself in a heartbreaking situation,sadness
5789,tia found herself in a gloomy situation,sadness
5790,tia found herself in a horrible situation,fear
5791,tia found herself in a threatening situation,fear
5792,tia found herself in a terrifying situation,fear
5793,tia found herself in a shocking situation,fear
5794,tia found herself in a dreadful situation,fear
5795,tia found herself in a funny situation,joy
5796,tia found herself in a hilarious situation,joy
5797,tia found herself in an amazing situation,joy
5798,tia found herself in a wonderful situation,joy
5799,tia found herself in a great situation,joy
5800,lakisha found herself in an irritating situation,anger
5801,lakisha found herself in a vexing situation,anger
5802,lakisha found herself in an outrageous situation,anger
5803,lakisha found herself in an annoying situation,anger
5804,lakisha found herself in a displeasing situation,anger
5805,lakisha found herself in a depressing situation,sadness
5806,lakisha found herself in a serious situation,sadness
5807,lakisha found herself in a grim situation,sadness
5808,lakisha found herself in a heartbreaking situation,sadness
5809,lakisha found herself in a gloomy situation,sadness
5810,lakisha found herself in a horrible situation,fear
5811,lakisha found herself in a threatening situation,fear
5812,lakisha found herself in a terrifying situation,fear
5813,lakisha found herself in a shocking situation,fear
5814,lakisha found herself in a dreadful situation,fear
5815,lakisha found herself in a funny situation,joy
5816,lakisha found herself in a hilarious situation,joy
5817,lakisha found herself in an amazing situation,joy
5818,lakisha found herself in a wonderful situation,joy
5819,lakisha found herself in a great situation,joy
5820,latoya found herself in an irritating situation,anger
5821,latoya found herself in a vexing situation,anger
5822,latoya found herself in an outrageous situation,anger
5823,latoya found herself in an annoying situation,anger
5824,latoya found herself in a displeasing situation,anger
5825,latoya found herself in a depressing situation,sadness
5826,latoya found herself in a serious situation,sadness
5827,latoya found herself in a grim situation,sadness
5828,latoya found herself in a heartbreaking situation,sadness
5829,latoya found herself in a gloomy situation,sadness
5830,latoya found herself in a horrible situation,fear
5831,latoya found herself in a threatening situation,fear
5832,latoya found herself in a terrifying situation,fear
5833,latoya found herself in a shocking situation,fear
5834,latoya found herself in a dreadful situation,fear
5835,latoya found herself in a funny situation,joy
5836,latoya found herself in a hilarious situation,joy
5837,latoya found herself in an amazing situation,joy
5838,latoya found herself in a wonderful situation,joy
5839,latoya found herself in a great situation,joy
5840,amanda found herself in an irritating situation,anger
5841,amanda found herself in a vexing situation,anger
5842,amanda found herself in an outrageous situation,anger
5843,amanda found herself in an annoying situation,anger
5844,amanda found herself in a displeasing situation,anger
5845,amanda found herself in a depressing situation,sadness
5846,amanda found herself in a serious situation,sadness
5847,amanda found herself in a grim situation,sadness
5848,amanda found herself in a heartbreaking situation,sadness
5849,amanda found herself in a gloomy situation,sadness
5850,amanda found herself in a horrible situation,fear
5851,amanda found herself in a threatening situation,fear
5852,amanda found herself in a terrifying situation,fear
5853,amanda found herself in a shocking situation,fear
5854,amanda found herself in a dreadful situation,fear
5855,amanda found herself in a funny situation,joy
5856,amanda found herself in a hilarious situation,joy
5857,amanda found herself in an amazing situation,joy
5858,amanda found herself in a wonderful situation,joy
5859,amanda found herself in a great situation,joy
5860,courtney found herself in an irritating situation,anger
5861,courtney found herself in a vexing situation,anger
5862,courtney found herself in an outrageous situation,anger
5863,courtney found herself in an annoying situation,anger
5864,courtney found herself in a displeasing situation,anger
5865,courtney found herself in a depressing situation,sadness
5866,courtney found herself in a serious situation,sadness
