"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Ash","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Kilocalories","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Manganese","Data.Niacin","Data.Pantothenic Acid","Data.Protein","Data.Refuse Percentage","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Household Weights.1st Household Weight","Data.Household Weights.1st Household Weight Description","Data.Household Weights.2nd Household Weight","Data.Household Weights.2nd Household Weight Description","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - IU","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"LOTUS SEEDS","LOTUS SEEDS,DRIED","12013","0","3.99","0","0","64.47","0","0","0.0","332","0","0","2.318","1.6","0.851","15.41","0","0","0.15","0.0","0.0","0.64","14.16","0.388","1.166","0.33","1.97","32.0","1 cup","28","1 oz,  (42 medium seeds)","163","0.35","3.53","210","626","1368","5","1.05","50","3","0.0","0.629","0.0","0.0","0.0"
"PUMPKIN&SQUASH SD KRNLS","PUMPKIN&SQUASH SD KRNLS,DRIED","12014","0","4.88","228","0","17.81","0","63","3.900000095","541","0","0","3.021","1.745","0.339","24.54","26","0","0.32","5.6","1.0","0.21","6.92","14.258","20.904","8.674","45.85","138.0","1 cup","28","1 oz, hulled (142 seeds)","43","1.387","14.97","535","1174","807","18","7.46","380","19","0.0","0.224","1.9","0.0","51.4"
"PUMPKIN&SQUASH SD KRNLS","PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","12016","0","4.37","228","0","13.43","0","63","3.900000095","522","0","0","3.016","1.742","0.339","32.97","0","0","0.319","5.6","1.0","0.21","7.1","13.1","19.206","7.97","42.13","227.0","1 cup","28","1 oz","43","1.384","14.94","534","1172","806","18","7.44","380","19","0.0","0.09","1.8","0.0","47.2"
"SAFFLOWER SD KRNLS","SAFFLOWER SD KRNLS,DRIED","12021","0","5.47","0","0","34.29","0","0","0.0","517","0","0","2.014","2.284","4.03","16.18","49","0","0.415","0.0","0.0","1.163","5.62","4.848","28.223","3.682","38.45","28.35","1 oz","0","","78","1.747","4.9","353","644","687","3","5.05","50","3","0.0","1.17","0.0","0.0","0.0"
"SAFFLOWER SD MEAL","SAFFLOWER SD MEAL,PART DEFATTED","12022","0","6.85","0","0","48.73","0","0","0.0","342","0","0","1.998","2.265","3.996","35.62","0","0","0.412","0.0","0.0","1.153","6.41","0.272","1.584","0.207","2.39","28.35","1 oz","0","","77","1.733","4.86","350","638","68","3","5.01","49","2","0.0","1.161","0.0","0.0","0.0"
"SESAME SEEDS","SESAME SEEDS,WHOLE,DRIED","12023","0","4.45","5","0","23.45","0","26","11.80000019","573","0","0","2.46","4.515","0.05","17.73","0","0","0.247","5.7","0.300000012","0.791","4.69","18.759","21.773","6.957","49.67","144.0","1 cup","9","1 tbsp","975","4.082","14.55","351","629","468","11","7.75","9","0","0.0","0.79","0.0","0.25","0.0"
"SESAME SEEDS","SESAME SEEDS,WHL,RSTD&TSTD","12024","0","6.0","0","0","25.74","0","0","14.0","565","0","0","2.496","4.581","0.051","16.96","0","0","0.251","5.8","0.0","0.803","3.3","18.127","21.039","6.722","48.0","28.35","1 oz","0","","989","2.47","14.76","356","638","475","11","7.16","9","0","0.0","0.802","0.0","0.0","0.0"
"SESAME SD KRNLS","SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","12029","0","4.0","40","0","26.04","0","26","16.89999962","567","0","0","1.427","5.438","0.68","16.96","0","0","0.466","1.7","0.479999989","1.205","5.0","18.127","21.039","6.722","48.0","128.0","1 cup","28","1 oz","131","1.457","7.78","346","774","406","39","10.23","66","3","0.0","0.146","0.0","0.25","0.0"
"SESAME FLR","SESAME FLR,PART DEFATTED","12032","0","6.05","0","0","35.14","0","0","0.0","382","0","0","1.403","12.6","2.76","40.32","0","0","0.27","0.0","0.0","2.53","6.61","4.405","5.113","1.634","11.89","28.35","1 oz","0","","150","1.432","14.3","362","810","425","41","10.7","69","3","0.0","0.152","0.0","0.0","0.0"
"SESAME FLOUR","SESAME FLOUR,LOW-FAT","12033","0","5.5","0","0","35.51","0","0","0.0","333","0","0","1.396","12.533","2.745","50.14","0","0","0.269","0.0","0.0","2.516","7.1","0.543","0.63","0.201","1.75","28.35","1 oz","0","","149","1.425","14.22","338","757","397","39","10.0","64","3","0.0","0.142","0.0","0.0","0.0"
"SESAME MEAL","SESAME MEAL,PART DEFATTED","12034","0","4.0","0","0","26.04","0","0","0.0","567","0","0","1.427","12.816","2.807","16.96","0","0","0.275","0.0","0.0","2.573","5.0","18.127","21.039","6.722","48.0","28.35","1 oz","0","","153","1.457","14.55","346","774","406","39","10.23","66","3","0.0","0.146","0.0","0.0","0.0"
"SUNFLOWER SD KRNLS","SUNFLOWER SD KRNLS,DRIED","12036","0","3.02","30","0","20.0","0","55","8.600000381","584","0","0","1.95","8.335","1.13","20.78","46","0","0.355","53.0","2.619999886","1.48","4.73","18.528","23.137","4.455","51.46","46.0","1 cup, with hulls edible yield","140","1 cup","78","1.8","5.25","325","660","645","9","5.0","50","3","0.0","1.345","1.4","33.23","0.0"
"SUNFLOWER SD KRNLS","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","12037","0","5.6","5","0","24.07","0","55","11.10000038","582","0","0","2.11","7.042","7.042","19.33","0","0","0.246","79.3","2.730000019","0.106","1.2","9.505","32.884","5.219","49.8","128.0","1 cup,  hulled","28","1 oz","70","1.83","3.8","129","1155","850","3","5.29","9","0","0.0","0.804","1.4","26.1","2.7"
"SUNFLOWER SD KRNLS","SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","12038","0","4.22","5","0","22.89","0","55","10.60000038","592","0","0","2.08","4.13","6.942","20.06","0","0","0.28","78.2","3.109999895","0.32","1.54","8.063","34.294","7.068","51.3","135.0","1 cup","28","1 oz","87","1.804","4.28","127","1139","483","3","5.21","9","0","0.0","0.792","1.1","36.33","3.1"
"SUNFLOWER SD KRNLS","SUNFLOWER SD KRNLS,TSTD,WO/SALT","12039","0","4.4","0","0","20.59","0","0","11.5","619","0","0","2.114","4.198","7.056","17.21","0","0","0.285","0.0","0.0","0.325","1.0","10.841","37.507","5.953","56.8","134.0","1 cup","28","1 oz","57","1.834","6.81","129","1158","491","3","5.3","0","0","0.0","0.805","1.4","0.0","0.0"
"SUNFLOWER SD BUTTER","SUNFLOWER SD BUTTER,WO/SALT","12040","0","3.95","0","0","27.42","0","0","0.0","579","0","0","2.11","5.32","7.039","19.66","0","0","0.284","0.0","0.0","0.324","1.23","9.111","31.52","5.002","47.73","16.0","1 tbsp","28","1 oz","122","1.83","4.75","369","736","72","3","5.29","52","3","0.0","0.803","2.7","0.0","0.0"
"SUNFLOWER SD FLR","SUNFLOWER SD FLR,PART DEFATTED","12041","0","7.04","0","0","35.83","0","0","5.199999809","326","0","0","1.975","7.313","6.595","48.06","0","0","0.266","58.2","0.0","3.187","7.47","0.252","0.87","0.138","1.61","64.0","1 cup","4","1 tbsp","114","1.713","6.62","346","689","67","3","4.95","49","2","0.0","0.753","1.3","0.0","0.0"
"ACORNS","ACORNS,RAW","12058","0","1.35","0","0","40.75","0","0","0.0","387","0","0","1.337","1.827","0.715","6.15","38","0","0.118","0.0","0.0","0.112","27.9","15.109","4.596","3.102","23.86","28.35","1 oz","0","","41","0.621","0.79","62","79","539","0","0.51","39","2","0.0","0.528","0.0","0.0","0.0"
"ACORNS","ACORNS,DRIED","12059","0","1.78","0","0","53.66","0","0","0.0","509","0","0","1.363","2.406","0.94","8.1","38","0","0.154","0.0","0.0","0.149","5.06","19.896","6.052","4.084","31.41","28.35","1 oz","0","","54","0.818","1.04","82","103","709","0","0.67","0","0","0.0","0.695","0.0","0.0","0.0"
"ACORN FLOUR","ACORN FLOUR,FULL FAT","12060","0","1.69","0","0","54.65","0","0","0.0","501","0","0","1.743","2.382","0.931","7.49","0","0","0.154","0.0","0.0","0.146","6.0","19.11","5.813","3.923","30.17","28.35","1 oz","0","","43","0.611","1.21","110","103","712","0","0.64","51","3","0.0","0.688","0.0","0.0","0.0"
"No Category","ALMONDS","12061","0","2.99","1","0","21.67","0","52","12.19999981","575","1","0","2.285","3.385","0.469","21.22","60","0","1.014","2.5","3.890000105","0.211","4.7","30.889","12.07","3.731","49.42","95.0","1 cup, ground","92","1 cup, sliced","264","0.996","3.72","268","484","705","1","3.08","1","0","0.0","0.143","0.0","26.22","0.0"
"ALMONDS","ALMONDS,BLANCHED","12062","0","3.02","4","0","19.94","0","52","10.39999962","581","1","0","2.24","3.66","0.311","21.94","0","0","0.56","2.8","4.960000038","0.2","4.47","32.287","12.054","3.89","50.62","145.0","1 cup, whole kernels","9","1 tbsp","216","1.17","3.72","275","480","687","28","3.12","7","0","0.0","0.12","0.0","24.71","0.0"
"ALMONDS","ALMONDS,DRY RSTD,WO/SALT","12063","0","3.2","1","0","19.29","0","52","11.80000019","597","1","0","2.62","3.85","0.229","22.09","0","0","0.859","2.8","4.900000095","0.074","2.6","33.658","12.649","4.047","52.83","138.0","1 cup, whole kernels","28","1 oz,  (22 whole kernels)","266","1.17","4.51","286","489","746","1","3.54","1","0","0.0","0.126","0.0","26.0","0.0"
"ALMONDS","ALMONDS,OIL RSTD,WO/SALT","12065","0","3.13","1","0","17.68","0","52","10.5","607","1","0","2.46","3.665","0.229","21.23","0","0","0.781","2.8","4.550000191","0.092","2.8","34.793","13.519","4.208","55.17","157.0","1 cup, whole kernels","28","1 oz,  (22 whole kernels)","291","0.955","3.68","274","466","699","1","3.07","1","0","0.0","0.118","0.0","25.97","0.0"
"No Category","ALMOND PASTE","12071","0","1.37","0","0","47.81","0","28","4.800000191","458","1","0","0.856","1.422","0.113","9.0","0","0","0.414","4.2","36.25","0.082","14.08","18.012","5.821","2.629","27.74","227.0","1 cup,  firmly packed","28","1 oz","172","0.454","1.6","130","258","314","9","1.48","0","0","0.0","0.036","0.1","13.54","0.0"
"BEECHNUTS","BEECHNUTS,DRIED","12077","0","3.7","0","0","33.5","0","0","0.0","576","0","0","1.341","0.877","0.925","6.2","39","0","0.371","0.0","0.0","0.304","6.6","21.892","20.089","5.719","50.0","28.35","1 oz","0","","1","0.67","2.46","0","0","1017","38","0.36","0","0","0.0","0.684","15.5","0.0","0.0"
"BRAZILNUTS","BRAZILNUTS,DRIED,UNBLANCHED","12078","0","3.51","0","0","12.27","0","29","7.5","656","0","0","1.223","0.295","0.184","14.32","49","0","0.035","1917.0","2.329999924","0.617","3.48","24.548","20.577","15.137","66.43","133.28","1 cup, whole","5","1 kernel","160","1.743","2.43","376","725","659","3","4.06","0","0","0.0","0.101","0.7","5.73","0.0"
"BUTTERNUTS","BUTTERNUTS,DRIED","12084","0","2.73","0","0","12.05","0","0","4.699999809","612","0","0","6.56","1.045","0.633","24.9","73","0","0.148","17.2","0.0","0.383","3.34","10.425","42.741","1.306","56.98","120.0","1 cup","28","1 oz","53","0.45","4.02","237","446","421","1","3.13","124","6","0.0","0.56","3.2","0.0","0.0"
"CASHEW NUTS","CASHEW NUTS,DRY RSTD,WO/SALT","12085","0","3.95","0","0","32.69","0","61","3.0","574","23","0","0.826","1.4","1.217","15.31","0","0","0.2","11.7","5.010000229","0.2","1.7","27.317","7.836","9.157","46.35","137.0","1 cup, halves and whole","9","1 tbsp","45","2.22","6.0","260","490","565","16","5.6","0","0","0.0","0.256","0.0","0.92","34.7"
"CASHEW NUTS","CASHEW NUTS,OIL RSTD,WO/SALT","12086","0","2.03","0","0","29.87","0","61","3.299999952","580","23","0","1.668","1.736","0.88","16.84","0","0","0.218","20.3","5.010000229","0.363","3.48","25.923","8.546","8.478","47.77","129.08","1 cup, whole","129","1 cup, halves and pieces","43","2.043","6.05","273","531","632","13","5.35","0","0","0.0","0.323","0.3","0.92","34.7"
"NUTS","NUTS,CASHEW NUTS,RAW","12087","0","2.54","0","0","30.19","0","0","3.299999952","553","22","0","1.655","1.062","0.864","18.22","0","0","0.058","19.9","5.909999847","0.423","5.2","23.797","7.845","7.783","43.85","28.35","1 oz","0","","37","2.195","6.68","292","593","660","12","5.78","0","0","0.0","0.417","0.5","0.9","34.1"
"CASHEW BUTTER","CASHEW BUTTER,PLN,WO/SALT","12088","0","2.5","0","0","27.57","0","0","2.0","587","0","0","0.815","1.599","1.201","17.56","0","0","0.187","11.5","0.0","0.312","2.96","29.122","8.354","9.763","49.41","16.0","1 tbsp","28","1 oz","43","2.19","5.03","258","457","546","15","5.16","0","0","0.0","0.252","0.0","0.0","0.0"
"CHESTNUTS","CHESTNUTS,CHINESE,RAW","12093","0","1.67","0","0","49.07","0","0","0.0","224","0","0","1.601","0.8","0.555","4.2","16","0","0.18","0.0","0.0","0.16","43.95","0.581","0.288","0.164","1.11","28.35","1 oz","0","","18","0.363","1.41","84","96","447","3","0.87","202","10","0.0","0.41","36.0","0.0","0.0"
"CHESTNUTS","CHESTNUTS,CHINESE,DRIED","12094","0","2.71","0","0","79.76","0","0","0.0","363","0","0","2.601","1.3","0.902","6.82","0","0","0.293","0.0","0.0","0.26","8.9","0.945","0.468","0.266","1.81","28.35","1 oz","0","","29","0.59","2.29","137","155","726","5","1.41","328","16","0.0","0.666","58.5","0.0","0.0"
"CHESTNUTS","CHESTNUTS,CHINESE,BLD&STMD","12095","0","1.14","0","0","33.64","0","0","0.0","153","0","0","1.097","0.548","0.381","2.88","0","0","0.123","0.0","0.0","0.11","61.57","0.399","0.197","0.112","0.76","28.35","1 oz","0","","12","0.249","0.97","58","66","306","2","0.6","138","7","0.0","0.281","24.7","0.0","0.0"
"CHESTNUTS","CHESTNUTS,CHINESE,ROASTED","12096","0","1.78","0","0","52.36","0","0","0.0","239","0","0","1.708","1.5","0.592","4.48","25","0","0.09","0.0","0.0","0.15","40.2","0.62","0.307","0.175","1.19","28.35","1 oz","0","","19","0.387","1.5","90","102","477","4","0.93","5","0","0.0","0.437","38.4","0.0","0.0"
"CHESTNUTS","CHESTNUTS,EUROPEAN,RAW,UNPEELED","12097","0","1.13","0","0","45.54","0","0","8.100000381","213","0","0","0.952","1.179","0.509","2.42","26","0","0.168","0.0","0.0","0.238","48.65","0.78","0.894","0.425","2.26","145.0","1 cup","28","1 oz","27","0.447","1.01","32","93","518","3","0.52","28","1","0.0","0.376","43.0","0.0","0.0"
"CHESTNUTS","CHESTNUTS,EUROPEAN,RAW,PEELED","12098","0","0.96","0","0","44.17","0","0","0.0","196","0","0","0.336","1.102","0.476","1.63","0","0","0.016","0.0","0.0","0.144","52.0","0.43","0.493","0.235","1.25","28.35","1 oz","0","","19","0.418","0.94","30","38","484","2","0.49","26","1","0.0","0.352","40.2","0.0","0.0"
"CHESTNUTS","CHESTNUTS,EUROPEAN,DRIED,UNPEELED","12099","0","2.4","0","0","77.31","0","0","11.69999981","374","0","0","1.3","0.85","0.897","6.39","20","0","0.36","1.8","0.0","0.295","9.45","1.535","1.758","0.837","4.45","28.35","1 oz","0","","67","0.65","2.38","74","175","986","37","0.35","0","0","0.0","0.663","15.0","0.0","0.0"
"CHESTNUTS","CHESTNUTS,EUROPEAN,DRIED,PEELED","12100","0","3.64","0","0","78.43","0","0","0.0","369","0","0","1.183","0.854","0.901","5.01","0","0","0.054","0.0","0.0","0.354","9.0","1.349","1.546","0.736","3.91","28.35","1 oz","0","","64","0.653","2.39","74","137","991","37","0.35","0","0","0.0","0.666","15.1","0.0","0.0"
"CHESTNUTS","CHESTNUTS,EUROPEAN,BLD&STMD","12101","0","0.71","0","0","27.76","0","0","0.0","131","0","0","0.854","0.731","0.316","2.0","0","0","0.104","0.0","0.0","0.148","68.15","0.476","0.545","0.26","1.38","28.35","1 oz","0","","46","0.472","1.73","54","99","715","27","0.25","17","1","0.0","0.233","26.7","0.0","0.0"
"COCONUT MEAT","COCONUT MEAT,RAW","12104","0","0.97","0","0","15.23","0","12","9.0","354","0","0","1.5","0.54","0.3","3.33","48","0","0.02","10.1","6.230000019","0.066","46.99","1.425","0.366","29.698","33.49","80.0","1 cup, shredded","397","1 medium","14","0.435","2.43","32","113","356","20","1.1","0","0","0.0","0.054","3.3","0.24","0.2"
"COCONUT MEAT","COCONUT MEAT,DRIED (DESICCATED),NOT SWTND","12108","0","1.94","0","0","23.65","0","22","16.29999924","660","0","0","2.745","0.603","0.8","6.88","0","0","0.1","18.5","7.349999905","0.06","3.0","2.745","0.706","57.218","64.53","28.35","1 oz","0","","26","0.796","3.32","90","206","543","37","2.01","0","0","0.0","0.3","1.5","0.44","0.3"
"COCONUT MEAT","COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED","12109","0","1.57","0","0","51.85","0","19","9.899999619","456","0","0","0.959","0.697","0.14","3.13","0","0","0.015","16.1","36.75","0.015","15.46","1.377","0.222","26.396","27.99","84.71","1 cup","28","1 oz","11","0.295","1.51","51","100","361","285","0.71","0","0","0.0","0.03","0.0","0.0","0.0"
"COCONUT MEAT","COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND","12110","0","0.78","0","0","40.91","0","0","4.5","443","0","0","2.171","0.305","0.633","3.35","0","0","0.02","0.0","0.0","0.03","23.27","1.348","0.347","28.101","31.69","77.0","1 cup","114","4 oz","14","0.308","1.84","49","103","324","20","1.59","0","0","0.0","0.237","0.0","0.0","0.0"
"COCONUT MEAT","COCONUT MEAT,DRIED (DESICCATED),TSTD","12114","0","2.3","0","0","44.4","0","0","0.0","592","0","0","2.801","0.616","0.817","5.3","0","0","0.102","0.0","0.0","0.061","1.0","1.999","0.514","41.678","47.0","28.35","1 oz","0","","27","0.812","3.39","92","211","554","37","2.05","0","0","0.0","0.306","1.5","0.0","0.0"
"COCONUT CRM","COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)","12115","0","1.15","0","0","6.65","0","0","2.200000048","330","0","0","1.304","0.89","0.261","3.63","0","0","0.0","0.0","0.0","0.03","53.9","1.475","0.379","30.753","34.68","240.0","1 cup","15","1 tbsp","11","0.378","2.28","28","122","325","4","0.96","0","0","0.0","0.047","2.8","0.0","0.0"
"NUTS","NUTS,COCNT CRM,CND,SWTND","12116","0","0.34","0","0","53.21","0","7","0.200000003","357","0","0","0.815","0.038","0.163","1.17","0","0","0.04","5.5","51.5","0.022","28.97","0.679","0.159","15.472","16.31","296.0","1 cup","19","1 tbsp","4","0.236","0.13","17","22","101","36","0.6","0","0","0.0","0.029","0.0","0.13","0.1"
"COCONUT MILK","COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)","12117","0","0.72","0","0","5.54","0","8","2.200000048","230","0","0","0.916","0.76","0.183","2.29","0","0","0.0","6.2","3.339999914","0.026","67.62","1.014","0.261","21.14","23.84","240.0","1 cup","15","1 tbsp","16","0.266","1.64","37","100","263","15","0.67","0","0","0.0","0.033","2.8","0.15","0.1"
"COCONUT MILK","COCONUT MILK,CND (LIQ EXPRESSED FROM GRATED MEAT&H2O)","12118","0","0.97","0","0","2.81","0","8","0.0","197","0","0","0.768","0.637","0.153","2.02","0","0","0.0","0.0","0.0","0.022","72.88","0.907","0.233","18.915","21.33","226.0","1 cup","15","1 tbsp","18","0.223","3.3","46","96","220","13","0.56","0","0","0.0","0.028","1.0","0.0","0.0"
"No Category","COCONUT H2O (LIQ FROM COCONUTS)","12119","0","0.39","0","0","3.71","0","1","1.100000024","19","0","0","0.142","0.08","0.043","0.72","0","0","0.057","1.0","2.609999895","0.03","94.99","0.008","0.002","0.176","0.2","240.0","1 cup","15","1 tbsp","24","0.04","0.29","25","20","250","105","0.1","0","0","0.0","0.032","2.4","0.0","0.0"
"No Category","HAZELNUTS OR FILBERTS","12120","3","2.29","11","0","16.7","0","46","9.699999809","628","92","0","6.175","1.8","0.918","14.95","54","0","0.113","2.4","4.340000153","0.643","5.31","45.652","7.92","4.464","60.75","115.0","1 cup, chopped","75","1 cup, ground","114","1.725","4.7","163","290","680","0","2.45","20","1","0.0","0.563","6.3","15.03","14.2"
"HAZELNUTS OR FILBERTS","HAZELNUTS OR FILBERTS,BLANCHED","12121","2","2.36","23","0","17.0","0","0","11.0","629","0","0","12.65","1.55","0.815","13.7","0","0","0.11","4.1","3.49000001","0.475","5.79","48.192","5.558","4.669","61.15","28.35","1 oz","0","","149","1.6","3.3","160","310","658","0","2.2","40","2","0.0","0.585","2.0","17.5","0.0"
"HAZELNUTS OR FILBERTS","HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT","12122","1","2.45","36","0","17.6","0","0","9.399999619","646","0","0","5.55","2.05","0.923","15.03","0","0","0.123","4.1","4.889999866","0.338","2.52","46.608","8.463","4.511","62.4","28.35","1 oz","0","","123","1.75","4.38","173","310","755","0","2.5","61","3","0.0","0.62","3.8","15.28","0.0"
"GINKGO NUTS","GINKGO NUTS,RAW","12127","0","1.2","0","0","37.6","0","0","0.0","182","0","0","0.113","6.0","0.16","4.32","24","0","0.09","0.0","0.0","0.22","55.2","0.619","0.618","0.319","1.68","28.35","1 oz","0","","2","0.274","1.0","27","124","510","7","0.34","558","28","0.0","0.328","15.0","0.0","0.0"
"GINKGO NUTS","GINKGO NUTS,DRIED","12128","0","2.8","0","0","72.45","0","0","0.0","348","0","0","0.22","11.732","1.345","10.35","24","0","0.176","0.0","0.0","0.43","12.4","0.739","0.737","0.381","2.0","28.35","1 oz","0","","20","0.536","1.6","53","269","998","13","0.67","1091","55","0.0","0.641","29.3","0.0","0.0"
"GINKGO NUTS","GINKGO NUTS,CANNED","12129","0","1.04","0","0","22.1","0","0","9.300000191","111","0","0","0.068","3.623","0.097","2.29","41","0","0.054","0.5","0.0","0.133","72.95","0.599","0.597","0.309","1.62","155.0","1 cup,  (78 kernels)","28","1 oz,  (14 kernels)","4","0.166","0.29","16","54","180","307","0.21","337","17","0.0","0.198","9.1","0.0","0.0"
"HICKORYNUTS","HICKORYNUTS,DRIED","12130","0","2.0","0","0","18.25","0","0","6.400000095","657","0","0","4.61","0.907","1.746","12.72","68","0","0.131","8.1","0.0","0.867","2.65","32.611","21.886","7.038","64.37","120.0","1 cup","28","1 oz","61","0.738","2.12","173","336","436","1","4.31","131","7","0.0","0.192","2.0","0.0","0.0"
"MACADAMIA NUTS","MACADAMIA NUTS,RAW","12131","0","1.14","0","0","13.82","0","0","8.600000381","718","0","0","4.131","2.473","0.758","7.91","69","0","0.162","3.6","4.570000172","1.195","1.36","58.877","1.502","12.061","75.77","134.0","1 cup, whole or halves","28","1 oz,  (10-12 kernels)","85","0.756","3.69","130","188","368","5","1.3","0","0","0.0","0.275","1.2","0.54","0.0"
"MACADAMIA NUTS","MACADAMIA NUTS,DRY RSTD,WO/SALT","12132","0","1.14","0","0","13.38","0","45","8.0","718","0","0","3.036","2.274","0.603","7.79","0","0","0.087","11.7","4.139999866","0.71","1.61","59.275","1.498","11.947","76.08","131.6","1 cup, whole or halves","28","1 oz,  (10-12 kernels)","70","0.57","2.65","118","198","363","4","1.29","0","0","0.0","0.359","0.7","0.57","0.0"
"MIXED NUTS","MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT","12135","0","4.15","0","0","25.35","0","0","9.0","594","0","0","1.937","4.7","1.205","17.3","0","0","0.2","0.0","0.0","0.2","1.75","31.395","10.768","6.899","51.45","137.0","1 cup","28","1 oz","70","1.279","3.7","225","435","597","12","3.8","15","1","0.0","0.296","0.4","0.0","0.0"
"MIXED NUTS","MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","12137","0","3.47","0","0","21.41","0","0","9.899999619","617","0","0","1.892","5.061","1.248","16.76","0","0","0.222","0.0","0.0","0.498","2.03","31.695","13.299","8.725","56.33","142.0","1 cup","9","1 tbsp","108","1.661","3.21","235","464","581","11","5.08","19","1","0.0","0.24","0.5","0.0","0.0"
"MIXED NUTS","MIXED NUTS,OIL RSTD,WO/PNUTS,WO/SALT","12138","0","2.89","0","0","22.27","0","0","5.5","615","0","0","1.547","1.964","0.962","15.52","0","0","0.486","0.0","0.0","0.504","3.15","33.137","11.449","9.087","56.17","144.0","1 cup","28","1 oz","106","1.795","2.57","251","449","544","11","4.66","20","1","0.0","0.18","0.5","0.0","0.0"
"FORMULATED","FORMULATED,WHEAT-BASED,UNFLAVORED,W/SALT","12140","0","2.3","0","0","23.68","0","0","5.199999809","622","0","0","7.919","1.5","0.31","13.82","0","0","0.3","0.0","0.0","0.3","2.5","23.545","22.714","8.701","57.7","28.35","1 oz","0","","26","0.18","2.4","58","371","318","505","2.94","1","0","0.0","0.394","0.1","0.0","0.0"
"No Category","PECANS","12142","0","1.49","29","9","13.86","0","40","9.600000381","691","17","0","4.5","1.167","0.863","9.17","47","0","0.13","3.8","3.970000029","0.66","3.52","40.801","21.614","6.18","71.97","109.45","1 cup, chopped","99","1 cup, halves","70","1.2","2.53","121","277","410","0","4.53","56","3","0.0","0.21","1.1","1.4","3.5"
"PECANS","PECANS,DRY RSTD,WO/SALT","12143","0","1.56","84","0","13.55","0","0","9.399999619","710","0","0","3.933","1.167","0.703","9.5","0","0","0.107","4.0","4.059999943","0.45","1.12","43.957","20.572","6.283","74.27","28.35","1 oz","0","","72","1.167","2.8","132","293","424","1","5.07","140","7","0.0","0.187","0.7","1.3","0.0"
"PECANS","PECANS,OIL RSTD,WO/SALT","12144","0","1.42","62","0","13.01","0","0","9.5","715","0","0","3.7","1.2","0.737","9.2","0","0","0.11","6.0","3.970000029","0.473","1.13","40.97","23.584","7.238","75.23","110.0","1 cup","28","1 oz,  (15 halves)","67","1.2","2.47","121","263","392","1","4.47","104","5","0.0","0.187","0.7","2.53","0.0"
"PILINUTS-CANARYTREE","PILINUTS-CANARYTREE,DRIED","12145","0","2.91","0","0","3.98","0","0","0.0","719","0","0","2.313","0.519","0.479","10.8","81","0","0.093","0.0","0.0","0.913","2.77","37.229","7.605","31.184","79.55","120.0","1 cup","28","1 oz,  (15 kernels)","145","0.958","3.53","302","575","507","3","2.97","41","2","0.0","0.115","0.6","0.0","0.0"
"NUTS","NUTS,PINE NUTS,DRIED","12147","0","2.59","17","0","13.08","0","56","3.700000048","673","9","0","8.802","4.387","0.313","13.69","23","0","0.227","0.7","3.589999914","0.364","2.28","18.764","34.071","4.899","68.37","135.08","1 cup","28","1 oz,  (167 kernels)","16","1.324","5.53","251","575","597","2","6.45","29","1","0.0","0.094","0.8","9.33","53.9"
"PINE NUTS","PINE NUTS,PINYON,DRIED","12149","0","2.26","0","0","19.3","0","0","10.69999981","629","0","0","4.333","4.37","0.21","11.57","43","0","0.223","0.0","0.0","1.243","5.9","22.942","25.668","9.377","60.98","28.35","1 oz","1","10 nuts","8","1.035","3.06","234","35","628","72","4.28","29","1","0.0","0.111","2.0","0.0","0.0"
"PISTACHIO NUTS","PISTACHIO NUTS,RAW","12151","0","3.02","332","0","27.97","0","0","10.30000019","557","0","0","1.2","1.3","0.52","20.61","47","0","0.16","7.0","7.639999866","0.87","3.97","23.319","13.455","5.44","44.44","122.53","1 cup","28","1 oz,  (49 kernels)","107","1.3","4.15","121","490","1025","1","2.2","553","28","0.0","1.7","5.0","2.3","0.0"
